,month,year,state,average_temp,monthly_mean_from_1901_to_2000
23472,10,1990,Alabama,70.2,69.3
23473,10,1990,Arizona,67.6,66.6
23474,10,1990,Arkansas,67.3,67.3
23475,10,1990,California,65.9,64
23476,10,1990,Colorado,54,52
23477,10,1990,Connecticut,58.6,56.2
23478,10,1990,Delaware,63.4,61.9
23479,10,1990,Florida,77.2,75.7
23480,10,1990,Georgia,70.6,69.3
23481,10,1990,Idaho,52.2,49.4
23482,10,1990,Illinois,60.4,60.5
23483,10,1990,Indiana,59.5,59.8
23484,10,1990,Iowa,58.3,57.2
23485,10,1990,Kansas,64,62.6
23486,10,1990,Kentucky,62.5,62.8
23487,10,1990,Louisiana,72,72.3
23488,10,1990,Maine,50.8,49.5
23489,10,1990,Maryland,62.7,61.4
23490,10,1990,Massachusetts,57.4,55.2
23491,10,1990,Michigan,52.6,53
23492,10,1990,Minnesota,51.7,50.9
23493,10,1990,Mississippi,69.8,69.8
23494,10,1990,Missouri,63,62.6
23495,10,1990,Montana,51.4,48.5
23496,10,1990,Nebraska,58.9,56.8
23497,10,1990,Nevada,58.8,56.2
23498,10,1990,New Hampshire,53.1,51.2
23499,10,1990,New Jersey,61.3,59.5
23500,10,1990,New Mexico,60,59.3
23501,10,1990,New York,54.4,53.5
23502,10,1990,North Carolina,66,64.9
23503,10,1990,North Dakota,52,50.1
23504,10,1990,Ohio,58.8,58.6
23505,10,1990,Oklahoma,67.5,67.4
23506,10,1990,Oregon,54.6,52.7
23507,10,1990,Pennsylvania,57.2,56.2
23508,10,1990,Rhode Island,59.3,56.9
23509,10,1990,South Carolina,69.8,68.5
23510,10,1990,South Dakota,56.2,54.1
23511,10,1990,Tennessee,64.6,64.5
23512,10,1990,Texas,70.4,70.9
23513,10,1990,Utah,57.4,54.7
23514,10,1990,Vermont,51.8,50.6
23515,10,1990,Virginia,62.4,61.6
23516,10,1990,Washington,53.4,52.1
23517,10,1990,West Virginia,59.3,58.9
23518,10,1990,Wisconsin,52.7,52.4
23519,10,1990,Wyoming,50.7,48
23520,11,1990,Alabama,60.2,58.7
23521,11,1990,Arizona,56.2,55.1
23522,11,1990,Arkansas,57,55.9
23523,11,1990,California,56,54.5
23524,11,1990,Colorado,41.6,39.9
23525,11,1990,Connecticut,49.7,45.6
23526,11,1990,Delaware,54.8,51
23527,11,1990,Florida,70.3,68.3
23528,11,1990,Georgia,61.4,59.2
23529,11,1990,Idaho,37.9,37.9
23530,11,1990,Illinois,49.8,47.7
23531,11,1990,Indiana,49.6,47.4
23532,11,1990,Iowa,45.8,43.6
23533,11,1990,Kansas,52,49.2
23534,11,1990,Kentucky,52.9,51.1
23535,11,1990,Louisiana,62.7,62.4
23536,11,1990,Maine,40.6,38.3
23537,11,1990,Maryland,54,50.3
23538,11,1990,Massachusetts,48.5,44.6
23539,11,1990,Michigan,42.7,41
23540,11,1990,Minnesota,37.9,36.5
23541,11,1990,Mississippi,59.7,59.1
23542,11,1990,Missouri,52.5,50.3
23543,11,1990,Montana,37.8,36.3
23544,11,1990,Nebraska,45.5,43.3
23545,11,1990,Nevada,45.7,44.8
23546,11,1990,New Hampshire,43.2,40
23547,11,1990,New Jersey,52.6,48.5
23548,11,1990,New Mexico,49.2,48.1
23549,11,1990,New York,45.1,42.2
23550,11,1990,North Carolina,57.2,54.4
23551,11,1990,North Dakota,36.8,35.2
23552,11,1990,Ohio,49.4,46.8
23553,11,1990,Oklahoma,56.4,55
23554,11,1990,Oregon,42.8,42.9
23555,11,1990,Pennsylvania,48.3,45
23556,11,1990,Rhode Island,50.8,46.7
23557,11,1990,South Carolina,60.7,58.1
23558,11,1990,South Dakota,42,39.8
23559,11,1990,Tennessee,54.7,53.1
23560,11,1990,Texas,61.4,60.3
23561,11,1990,Utah,43.3,42.4
23562,11,1990,Vermont,41.8,39.2
23563,11,1990,Virginia,53.9,50.8
23564,11,1990,Washington,42,41.9
23565,11,1990,West Virginia,50.2,47.6
23566,11,1990,Wisconsin,41,39.2
23567,11,1990,Wyoming,37.3,35.8
23568,12,1990,Alabama,53.6,49.9
23569,12,1990,Arizona,43.8,45.3
23570,12,1990,Arkansas,48.2,45.7
23571,12,1990,California,44.2,46.3
23572,12,1990,Colorado,28.4,29.3
23573,12,1990,Connecticut,39.9,34.7
23574,12,1990,Delaware,45.8,40.9
23575,12,1990,Florida,64.7,61.5
23576,12,1990,Georgia,54.3,50.7
23577,12,1990,Idaho,23.8,27.8
23578,12,1990,Illinois,38.6,35.1
23579,12,1990,Indiana,40,35.6
23580,12,1990,Iowa,30.5,29.2
23581,12,1990,Kansas,38,36.8
23582,12,1990,Kentucky,45,40.8
23583,12,1990,Louisiana,56.6,54.2
23584,12,1990,Maine,29.6,25.5
23585,12,1990,Maryland,44.8,40.1
23586,12,1990,Massachusetts,38.8,33.7
23587,12,1990,Michigan,32.5,28.9
23588,12,1990,Minnesota,21.8,20.5
23589,12,1990,Mississippi,53.6,50.4
23590,12,1990,Missouri,41.4,38.3
23591,12,1990,Montana,23.2,25.1
23592,12,1990,Nebraska,30.6,30.6
23593,12,1990,Nevada,31.2,35
23594,12,1990,New Hampshire,32.4,27.9
23595,12,1990,New Jersey,43,38
23596,12,1990,New Mexico,38.1,38.2
23597,12,1990,New York,35.2,30.5
23598,12,1990,North Carolina,49.8,45.3
23599,12,1990,North Dakota,19.6,19.6
23600,12,1990,Ohio,40.7,35.6
23601,12,1990,Oklahoma,44.6,43.7
23602,12,1990,Oregon,31.6,34.7
23603,12,1990,Pennsylvania,38.8,34.2
23604,12,1990,Rhode Island,41.5,36.2
23605,12,1990,South Carolina,53.4,49.4
23606,12,1990,South Dakota,25.9,25.7
23607,12,1990,Tennessee,47.4,43.4
23608,12,1990,Texas,52,50.7
23609,12,1990,Utah,28.4,31.6
23610,12,1990,Vermont,31,26.7
23611,12,1990,Virginia,46,41.1
23612,12,1990,Washington,31.8,33.7
23613,12,1990,West Virginia,42.4,37.6
23614,12,1990,Wisconsin,27.3,24.9
23615,12,1990,Wyoming,22.6,24.8
23616,01,1991,Alabama,48.4,45.9
23617,01,1991,Arizona,39,41
23618,01,1991,Arkansas,39.4,40.4
23619,01,1991,California,41,42.7
23620,01,1991,Colorado,21.1,24.5
23621,01,1991,Connecticut,31.5,27.3
23622,01,1991,Delaware,39.2,34.7
23623,01,1991,Florida,62.6,58.3
23624,01,1991,Georgia,49.4,46.6
23625,01,1991,Idaho,17.7,23
23626,01,1991,Illinois,26.8,27.4
23627,01,1991,Indiana,29.9,28.5
23628,01,1991,Iowa,16.6,20.3
23629,01,1991,Kansas,27,30.1
23630,01,1991,Kentucky,37.2,34.9
23631,01,1991,Louisiana,50.4,50.2
23632,01,1991,Maine,18.5,15.9
23633,01,1991,Maryland,37.9,33.9
23634,01,1991,Massachusetts,30,26.2
23635,01,1991,Michigan,21.6,20.7
23636,01,1991,Minnesota,8.6,9.8
23637,01,1991,Mississippi,47.4,46
23638,01,1991,Missouri,29.6,31.3
23639,01,1991,Montana,14.4,18.7
23640,01,1991,Nebraska,20.4,23.7
23641,01,1991,Nevada,26.5,30.5
23642,01,1991,New Hampshire,22.8,19.4
23643,01,1991,New Jersey,35.6,31.4
23644,01,1991,New Mexico,32.4,34
23645,01,1991,New York,25.9,22.2
23646,01,1991,North Carolina,44.4,40.7
23647,01,1991,North Dakota,7.8,9.6
23648,01,1991,Ohio,32,28.6
23649,01,1991,Oklahoma,34.7,37.8
23650,01,1991,Oregon,28,31
23651,01,1991,Pennsylvania,30.5,27.1
23652,01,1991,Rhode Island,33.2,29.1
23653,01,1991,South Carolina,48.2,45.1
23654,01,1991,South Dakota,14.6,17.4
23655,01,1991,Tennessee,40.7,38.3
23656,01,1991,Texas,44.6,46.2
23657,01,1991,Utah,21.2,26.2
23658,01,1991,Vermont,21.2,17.8
23659,01,1991,Virginia,39.9,35.8
23660,01,1991,Washington,26.4,29.6
23661,01,1991,West Virginia,35.6,31.8
23662,01,1991,Wisconsin,14.2,15.4
23663,01,1991,Wyoming,14.8,19.5
23664,02,1991,Alabama,48.1,46.6
23665,02,1991,Arizona,45,42.7
23666,02,1991,Arkansas,41.8,41.1
23667,02,1991,California,47.6,43.9
23668,02,1991,Colorado,27.2,25.6
23669,02,1991,Connecticut,29.8,25.8
23670,02,1991,Delaware,38.2,33.9
23671,02,1991,Florida,61.8,58.6
23672,02,1991,Georgia,49.5,47.4
23673,02,1991,Idaho,27.6,24.2
23674,02,1991,Illinois,28.8,27.3
23675,02,1991,Indiana,30.2,27.9
23676,02,1991,Iowa,21.3,20.2
23677,02,1991,Kansas,33.9,31.1
23678,02,1991,Kentucky,36.9,35.1
23679,02,1991,Louisiana,51,50.9
23680,02,1991,Maine,16.1,14.1
23681,02,1991,Maryland,37.1,33.1
23682,02,1991,Massachusetts,28.2,24.5
23683,02,1991,Michigan,21.3,18.6
23684,02,1991,Minnesota,13.1,9.3
23685,02,1991,Mississippi,47.5,46.7
23686,02,1991,Missouri,33.2,31.6
23687,02,1991,Montana,24.8,19.1
23688,02,1991,Nebraska,28.2,24.5
23689,02,1991,Nevada,35.4,32
23690,02,1991,New Hampshire,21.2,17.9
23691,02,1991,New Jersey,34.4,30
23692,02,1991,New Mexico,36.7,35.7
23693,02,1991,New York,24.3,20.3
23694,02,1991,North Carolina,43.5,41
23695,02,1991,North Dakota,15.9,9.1
23696,02,1991,Ohio,31,27.9
23697,02,1991,Oklahoma,40.4,38.9
23698,02,1991,Oregon,36.6,32.2
23699,02,1991,Pennsylvania,29.5,25.9
23700,02,1991,Rhode Island,30.9,27.5
23701,02,1991,South Carolina,48,45.8
23702,02,1991,South Dakota,22.6,17.5
23703,02,1991,Tennessee,40.6,38.7
23704,02,1991,Texas,48,47.5
23705,02,1991,Utah,28.6,27.8
23706,02,1991,Vermont,19.6,15.9
23707,02,1991,Virginia,39,35.7
23708,02,1991,Washington,34.4,30.7
23709,02,1991,West Virginia,34.4,31.6
23710,02,1991,Wisconsin,16.4,14.5
23711,02,1991,Wyoming,23.8,20.3
23712,03,1991,Alabama,53.6,51.5
23713,03,1991,Arizona,47.5,47.1
23714,03,1991,Arkansas,50.4,47.2
23715,03,1991,California,48.2,47.1
23716,03,1991,Colorado,33.7,30.6
23717,03,1991,Connecticut,36.2,30.9
23718,03,1991,Delaware,43.4,38.6
23719,03,1991,Florida,63.9,61.7
23720,03,1991,Georgia,54.9,51.9
23721,03,1991,Idaho,33.8,29.5
23722,03,1991,Illinois,39,34.5
23723,03,1991,Indiana,38.7,34.5
23724,03,1991,Iowa,34.2,28.7
23725,03,1991,Kansas,44.3,38
23726,03,1991,Kentucky,43.9,40.9
23727,03,1991,Louisiana,57.4,55.7
23728,03,1991,Maine,24.6,20.4
23729,03,1991,Maryland,42.6,38.1
23730,03,1991,Massachusetts,34.9,29.6
23731,03,1991,Michigan,29.3,24.1
23732,03,1991,Minnesota,24.8,18.7
23733,03,1991,Mississippi,53.8,51.9
23734,03,1991,Missouri,44,38.6
23735,03,1991,Montana,33,25.4
23736,03,1991,Nebraska,38.2,31.2
23737,03,1991,Nevada,39.2,36.8
23738,03,1991,New Hampshire,28.8,23.7
23739,03,1991,New Jersey,40.2,35
23740,03,1991,New Mexico,41.8,40.6
23741,03,1991,New York,31.2,25.7
23742,03,1991,North Carolina,48.8,45.6
23743,03,1991,North Dakota,27.6,18.3
23744,03,1991,Ohio,38,33.7
23745,03,1991,Oklahoma,49.9,45.3
23746,03,1991,Oregon,39.3,36.2
23747,03,1991,Pennsylvania,35.9,31.2
23748,03,1991,Rhode Island,36.7,32
23749,03,1991,South Carolina,53.4,50.3
23750,03,1991,South Dakota,33.4,25.4
23751,03,1991,Tennessee,46.8,44.3
23752,03,1991,Texas,55.9,52.9
23753,03,1991,Utah,35.4,33.8
23754,03,1991,Vermont,27.3,21.9
23755,03,1991,Virginia,44.2,40.7
23756,03,1991,Washington,38.9,35.8
23757,03,1991,West Virginia,40,36.8
23758,03,1991,Wisconsin,27,22.3
23759,03,1991,Wyoming,31.2,25.6
23760,04,1991,Alabama,61.4,59
23761,04,1991,Arizona,50.6,53.1
23762,04,1991,Arkansas,58.4,55.8
23763,04,1991,California,48.8,51.4
23764,04,1991,Colorado,38.4,38.1
23765,04,1991,Connecticut,45,40.7
23766,04,1991,Delaware,50.5,47.4
23767,04,1991,Florida,69.8,66.7
23768,04,1991,Georgia,62.3,59.2
23769,04,1991,Idaho,36.3,36.8
23770,04,1991,Illinois,50,45.7
23771,04,1991,Indiana,49,45.1
23772,04,1991,Iowa,45.3,41.4
23773,04,1991,Kansas,51.3,47.9
23774,04,1991,Kentucky,53.6,50.3
23775,04,1991,Louisiana,64.9,62.6
23776,04,1991,Maine,35,32
23777,04,1991,Maryland,50.2,47.3
23778,04,1991,Massachusetts,43.5,39.4
23779,04,1991,Michigan,40,35.4
23780,04,1991,Minnesota,37.5,33.3
23781,04,1991,Mississippi,61.7,59.6
23782,04,1991,Missouri,53,49.1
23783,04,1991,Montana,36.4,35.1
23784,04,1991,Nebraska,45,41.8
23785,04,1991,Nevada,40.6,43.1
23786,04,1991,New Hampshire,39,34.8
23787,04,1991,New Jersey,47.7,44.3
23788,04,1991,New Mexico,47.3,47.4
23789,04,1991,New York,41,36.6
23790,04,1991,North Carolina,56.4,53.6
23791,04,1991,North Dakota,37.8,33.1
23792,04,1991,Ohio,48,43.9
23793,04,1991,Oklahoma,57,54.4
23794,04,1991,Oregon,39.6,41.1
23795,04,1991,Pennsylvania,44.7,41.3
23796,04,1991,Rhode Island,44.8,40.9
23797,04,1991,South Carolina,60.8,57.8
23798,04,1991,South Dakota,41.6,37.8
23799,04,1991,Tennessee,55.8,53
23800,04,1991,Texas,63.2,60.6
23801,04,1991,Utah,39.7,41.4
23802,04,1991,Vermont,38.1,33.5
23803,04,1991,Virginia,51.9,49.3
23804,04,1991,Washington,41.1,41.8
23805,04,1991,West Virginia,49.1,46
23806,04,1991,Wisconsin,39.4,35.5
23807,04,1991,Wyoming,34.7,34
23808,05,1991,Alabama,69.6,66.8
23809,05,1991,Arizona,59.4,60.9
23810,05,1991,Arkansas,67.5,64.6
23811,05,1991,California,55.3,57.4
23812,05,1991,Colorado,47.7,47.2
23813,05,1991,Connecticut,56.6,51.4
23814,05,1991,Delaware,61.6,57
23815,05,1991,Florida,75.8,72.2
23816,05,1991,Georgia,70.2,67
23817,05,1991,Idaho,43,45.2
23818,05,1991,Illinois,62.3,56.8
23819,05,1991,Indiana,61.6,56
23820,05,1991,Iowa,57.8,53.9
23821,05,1991,Kansas,61.4,58.4
23822,05,1991,Kentucky,64.4,59.8
23823,05,1991,Louisiana,72.4,69.9
23824,05,1991,Maine,47.3,44.4
23825,05,1991,Maryland,61.8,57.2
23826,05,1991,Massachusetts,55,50.2
23827,05,1991,Michigan,53.4,47.8
23828,05,1991,Minnesota,52.2,47.8
23829,05,1991,Mississippi,69.9,67.4
23830,05,1991,Missouri,63.4,59.3
23831,05,1991,Montana,45.2,45.5
23832,05,1991,Nebraska,55.4,53
23833,05,1991,Nevada,47.2,50.7
23834,05,1991,New Hampshire,51,46.7
23835,05,1991,New Jersey,59.2,54.6
23836,05,1991,New Mexico,56.4,55.8
23837,05,1991,New York,53.7,48.6
23838,05,1991,North Carolina,65.6,62.2
23839,05,1991,North Dakota,51,47.5
23840,05,1991,Ohio,60.6,54.6
23841,05,1991,Oklahoma,66.2,63.7
23842,05,1991,Oregon,44.8,47.3
23843,05,1991,Pennsylvania,57.2,52.2
23844,05,1991,Rhode Island,55.8,50.8
23845,05,1991,South Carolina,69.2,66.1
23846,05,1991,South Dakota,52.8,50.4
23847,05,1991,Tennessee,65.6,61.9
23848,05,1991,Texas,70.8,68.6
23849,05,1991,Utah,47.8,50
23850,05,1991,Vermont,50.6,46.1
23851,05,1991,Virginia,62.5,58.6
23852,05,1991,Washington,47.4,48.4
23853,05,1991,West Virginia,60.8,55.7
23854,05,1991,Wisconsin,53.2,48.7
23855,05,1991,Wyoming,43,43.6
23856,06,1991,Alabama,75,74.1
23857,06,1991,Arizona,67.4,69.7
23858,06,1991,Arkansas,75,72.5
23859,06,1991,California,62,64.4
23860,06,1991,Colorado,58,56.5
23861,06,1991,Connecticut,65.3,61.1
23862,06,1991,Delaware,70.6,66.5
23863,06,1991,Florida,79,77.2
23864,06,1991,Georgia,75.1,74.2
23865,06,1991,Idaho,50.6,53
23866,06,1991,Illinois,71.8,66.7
23867,06,1991,Indiana,71.1,65.9
23868,06,1991,Iowa,68.6,64.5
23869,06,1991,Kansas,71.6,68.4
23870,06,1991,Kentucky,72,68.5
23871,06,1991,Louisiana,77.8,76.6
23872,06,1991,Maine,57.6,55.1
23873,06,1991,Maryland,70.6,66.5
23874,06,1991,Massachusetts,63.8,60.1
23875,06,1991,Michigan,63.6,58.4
23876,06,1991,Minnesota,63.3,59
23877,06,1991,Mississippi,76.1,74.8
23878,06,1991,Missouri,72.2,68.6
23879,06,1991,Montana,54,54.3
23880,06,1991,Nebraska,66.3,63.3
23881,06,1991,Nevada,56.4,59.5
23882,06,1991,New Hampshire,59.8,57
23883,06,1991,New Jersey,68.4,64.1
23884,06,1991,New Mexico,64.6,64.7
23885,06,1991,New York,62.8,59
23886,06,1991,North Carolina,72.2,69.9
23887,06,1991,North Dakota,61.4,58.4
23888,06,1991,Ohio,69.8,64.4
23889,06,1991,Oklahoma,74.4,72.5
23890,06,1991,Oregon,50.6,53.8
23891,06,1991,Pennsylvania,66.4,61.8
23892,06,1991,Rhode Island,64.4,60.3
23893,06,1991,South Carolina,75,73.6
23894,06,1991,South Dakota,63.7,60.9
23895,06,1991,Tennessee,72.2,70
23896,06,1991,Texas,77,76
23897,06,1991,Utah,58,59.3
23898,06,1991,Vermont,59.1,56.6
23899,06,1991,Virginia,70.2,67
23900,06,1991,Washington,52.4,54.8
23901,06,1991,West Virginia,68.4,64.3
23902,06,1991,Wisconsin,63.9,59.4
23903,06,1991,Wyoming,53.8,53
23904,07,1991,Alabama,78.6,78.7
23905,07,1991,Arizona,75.4,77
23906,07,1991,Arkansas,79.2,78.4
23907,07,1991,California,70.8,71.5
23908,07,1991,Colorado,64.5,64.2
23909,07,1991,Connecticut,69.8,68
23910,07,1991,Delaware,74.8,73.1
23911,07,1991,Florida,80.8,80.3
23912,07,1991,Georgia,78.4,78.6
23913,07,1991,Idaho,60.5,60.9
23914,07,1991,Illinois,75.7,73.5
23915,07,1991,Indiana,74.8,72.5
23916,07,1991,Iowa,73.3,71.5
23917,07,1991,Kansas,78.1,76.1
23918,07,1991,Kentucky,75.7,74.4
23919,07,1991,Louisiana,81,80.8
23920,07,1991,Maine,63.6,62.6
23921,07,1991,Maryland,74.9,72.8
23922,07,1991,Massachusetts,68.1,67
23923,07,1991,Michigan,68,65.7
23924,07,1991,Minnesota,68.1,66.3
23925,07,1991,Mississippi,79.9,79.6
23926,07,1991,Missouri,76.8,75.4
23927,07,1991,Montana,62.2,61.9
23928,07,1991,Nebraska,72.9,71.4
23929,07,1991,Nevada,67.9,68
23930,07,1991,New Hampshire,64.4,64.1
23931,07,1991,New Jersey,72.9,71
23932,07,1991,New Mexico,69.4,71
23933,07,1991,New York,67,65.8
23934,07,1991,North Carolina,76.5,75.2
23935,07,1991,North Dakota,67.5,66
23936,07,1991,Ohio,73.3,70.9
23937,07,1991,Oklahoma,79.6,79.4
23938,07,1991,Oregon,60.1,61
23939,07,1991,Pennsylvania,70.2,68.2
23940,07,1991,Rhode Island,69.3,67.5
23941,07,1991,South Carolina,78.9,78.4
23942,07,1991,South Dakota,70.9,69.2
23943,07,1991,Tennessee,76.1,75.4
23944,07,1991,Texas,80.2,81
23945,07,1991,Utah,67.9,67.8
23946,07,1991,Vermont,63.8,63.5
23947,07,1991,Virginia,74.4,72.8
23948,07,1991,Washington,59.7,60.9
23949,07,1991,West Virginia,71.8,69.9
23950,07,1991,Wisconsin,68.3,66.5
23951,07,1991,Wyoming,62.4,61.4
23952,08,1991,Alabama,79.6,79.6
23953,08,1991,Arizona,78.9,78.8
23954,08,1991,Arkansas,79.4,79.8
23955,08,1991,California,74.3,74.2
23956,08,1991,Colorado,66,66.1
23957,08,1991,Connecticut,71.1,69.6
23958,08,1991,Delaware,76.4,74.6
23959,08,1991,Florida,81.7,81
23960,08,1991,Georgia,79.4,79.4
23961,08,1991,Idaho,66.7,64.3
23962,08,1991,Illinois,75.5,74.5
23963,08,1991,Indiana,74.5,73.4
23964,08,1991,Iowa,72.6,72.6
23965,08,1991,Kansas,78.6,78.1
23966,08,1991,Kentucky,76.2,75.5
23967,08,1991,Louisiana,81.3,81.7
23968,08,1991,Maine,65.6,64.2
23969,08,1991,Maryland,76.6,74.2
23970,08,1991,Massachusetts,69.9,68.6
23971,08,1991,Michigan,68.4,67
23972,08,1991,Minnesota,68.5,67.5
23973,08,1991,Mississippi,80.2,80.5
23974,08,1991,Missouri,77.2,76.8
23975,08,1991,Montana,67.4,64.8
23976,08,1991,Nebraska,73.7,73.4
23977,08,1991,Nevada,72.4,71.1
23978,08,1991,New Hampshire,66.2,65.2
23979,08,1991,New Jersey,74.6,72.5
23980,08,1991,New Mexico,70.3,71.8
23981,08,1991,New York,68.4,67.1
23982,08,1991,North Carolina,77.3,76.3
23983,08,1991,North Dakota,69.8,68
23984,08,1991,Ohio,73.4,71.9
23985,08,1991,Oklahoma,80.6,81.3
23986,08,1991,Oregon,66.4,64.3
23987,08,1991,Pennsylvania,71.4,69.4
23988,08,1991,Rhode Island,71.4,69.4
23989,08,1991,South Carolina,79.8,79.3
23990,08,1991,South Dakota,72.6,71.5
23991,08,1991,Tennessee,76.8,76.6
23992,08,1991,Texas,80.6,82.1
23993,08,1991,Utah,71.6,70.5
23994,08,1991,Vermont,65.7,64.7
23995,08,1991,Virginia,75.4,73.9
23996,08,1991,Washington,65.2,63.7
23997,08,1991,West Virginia,72.6,71.1
23998,08,1991,Wisconsin,68.2,67.6
23999,08,1991,Wyoming,65.6,64.3
24000,09,1991,Alabama,76.6,77
24001,09,1991,Arizona,75.4,74.9
24002,09,1991,Arkansas,74.9,76.1
24003,09,1991,California,72.7,71.1
24004,09,1991,Colorado,61.5,61.3
24005,09,1991,Connecticut,65.8,65.1
24006,09,1991,Delaware,71.4,70.6
24007,09,1991,Florida,80.7,80.1
24008,09,1991,Georgia,76.3,76.8
24009,09,1991,Idaho,62,59.1
24010,09,1991,Illinois,70.6,69.9
24011,09,1991,Indiana,69.4,69
24012,09,1991,Iowa,67,67.2
24013,09,1991,Kansas,72.6,72.9
24014,09,1991,Kentucky,71.8,71.7
24015,09,1991,Louisiana,78.2,79.4
24016,09,1991,Maine,59.4,59
24017,09,1991,Maryland,71.3,70.1
24018,09,1991,Massachusetts,64.7,63.9
24019,09,1991,Michigan,62.4,62.1
24020,09,1991,Minnesota,62.3,61.5
24021,09,1991,Mississippi,76.8,77.7
24022,09,1991,Missouri,71.9,72.1
24023,09,1991,Montana,62.1,58.9
24024,09,1991,Nebraska,68.4,67.6
24025,09,1991,Nevada,67.6,65.9
24026,09,1991,New Hampshire,60.6,60.3
24027,09,1991,New Jersey,69.5,68.3
24028,09,1991,New Mexico,66.2,67.6
24029,09,1991,New York,62.8,62.5
24030,09,1991,North Carolina,72.8,73
24031,09,1991,North Dakota,63.7,61.6
24032,09,1991,Ohio,68.2,67.7
24033,09,1991,Oklahoma,74.8,76.9
24034,09,1991,Oregon,64,60.6
24035,09,1991,Pennsylvania,65.8,65
24036,09,1991,Rhode Island,66.2,65.3
24037,09,1991,South Carolina,75.9,76.2
24038,09,1991,South Dakota,66.8,65.3
24039,09,1991,Tennessee,72.8,73
24040,09,1991,Texas,76.4,78.9
24041,09,1991,Utah,66,64.9
24042,09,1991,Vermont,59.8,59.7
24043,09,1991,Virginia,70.6,70.1
24044,09,1991,Washington,63.1,60.2
24045,09,1991,West Virginia,67.8,67.4
24046,09,1991,Wisconsin,62.2,62.2
24047,09,1991,Wyoming,60.1,58.5
24048,10,1991,Alabama,69.5,69.3
24049,10,1991,Arizona,68.2,66.5
24050,10,1991,Arkansas,67.2,67.3
24051,10,1991,California,68.4,64.1
24052,10,1991,Colorado,52.4,51.9
24053,10,1991,Connecticut,56.9,56.2
24054,10,1991,Delaware,62.2,61.9
24055,10,1991,Florida,76.1,75.6
24056,10,1991,Georgia,69.4,69.4
24057,10,1991,Idaho,50.6,49.4
24058,10,1991,Illinois,61,60.4
24059,10,1991,Indiana,60.8,59.7
24060,10,1991,Iowa,56,57.1
24061,10,1991,Kansas,62.6,62.6
24062,10,1991,Kentucky,63.6,62.9
24063,10,1991,Louisiana,72.4,72.3
24064,10,1991,Maine,49.6,49.5
24065,10,1991,Maryland,61.9,61.4
24066,10,1991,Massachusetts,55.8,55.1
24067,10,1991,Michigan,52.4,53
24068,10,1991,Minnesota,49,51
24069,10,1991,Mississippi,69.8,69.8
24070,10,1991,Missouri,62.6,62.6
24071,10,1991,Montana,48,48.5
24072,10,1991,Nebraska,56.6,56.8
24073,10,1991,Nevada,58.8,56.3
24074,10,1991,New Hampshire,51.4,51.2
24075,10,1991,New Jersey,60,59.5
24076,10,1991,New Mexico,58.8,59.2
24077,10,1991,New York,53.8,53.5
24078,10,1991,North Carolina,64.8,64.9
24079,10,1991,North Dakota,48.2,50.2
24080,10,1991,Ohio,59.6,58.6
24081,10,1991,Oklahoma,66.1,67.3
24082,10,1991,Oregon,55.8,52.7
24083,10,1991,Pennsylvania,56.4,56.2
24084,10,1991,Rhode Island,57.6,56.9
24085,10,1991,South Carolina,68.4,68.4
24086,10,1991,South Dakota,53.2,54.1
24087,10,1991,Tennessee,64.8,64.4
24088,10,1991,Texas,69.8,71
24089,10,1991,Utah,56.1,54.7
24090,10,1991,Vermont,50.6,50.6
24091,10,1991,Virginia,62.1,61.6
24092,10,1991,Washington,53.7,52.1
24093,10,1991,West Virginia,59.4,58.9
24094,10,1991,Wisconsin,50.9,52.4
24095,10,1991,Wyoming,48.2,48.1
24096,11,1991,Alabama,57.5,58.7
24097,11,1991,Arizona,56.6,55.1
24098,11,1991,Arkansas,54.7,55.8
24099,11,1991,California,58,54.5
24100,11,1991,Colorado,39,40
24101,11,1991,Connecticut,47.6,45.6
24102,11,1991,Delaware,52,51
24103,11,1991,Florida,67.5,68.3
24104,11,1991,Georgia,58.4,59.2
24105,11,1991,Idaho,37,37.9
24106,11,1991,Illinois,46.4,47.7
24107,11,1991,Indiana,47.5,47.5
24108,11,1991,Iowa,39,43.6
24109,11,1991,Kansas,46.6,49.3
24110,11,1991,Kentucky,51.1,51.1
24111,11,1991,Louisiana,61.2,62.4
24112,11,1991,Maine,40.4,38.3
24113,11,1991,Maryland,51.2,50.3
24114,11,1991,Massachusetts,46.7,44.6
24115,11,1991,Michigan,40.3,41
24116,11,1991,Minnesota,31.8,36.5
24117,11,1991,Mississippi,57.8,59.1
24118,11,1991,Missouri,48.3,50.3
24119,11,1991,Montana,33.8,36.4
24120,11,1991,Nebraska,40,43.3
24121,11,1991,Nevada,46.6,44.8
24122,11,1991,New Hampshire,42.2,40
24123,11,1991,New Jersey,50,48.6
24124,11,1991,New Mexico,47.6,48
24125,11,1991,New York,43.6,42.2
24126,11,1991,North Carolina,54.1,54.5
24127,11,1991,North Dakota,30.6,35.2
24128,11,1991,Ohio,47.2,46.8
24129,11,1991,Oklahoma,53,55
24130,11,1991,Oregon,44.5,42.9
24131,11,1991,Pennsylvania,45.6,45
24132,11,1991,Rhode Island,48.8,46.7
24133,11,1991,South Carolina,57.4,58.2
24134,11,1991,South Dakota,36.1,39.8
24135,11,1991,Tennessee,52.4,53
24136,11,1991,Texas,59,60.3
24137,11,1991,Utah,43.1,42.4
24138,11,1991,Vermont,41.2,39.2
24139,11,1991,Virginia,51,50.8
