states,cities,population,violent_crime,murder,rape,robbery,agrv_assault,prop_crime,burglary,larceny,vehicle_theft
Florida,Melbourne,"77,133",853.1,7.8,62.2,172.4,610.6,2552.05,840.1,,154.3
California,Menifee,"80,047",108.7,1.2,5.0,30.0,72.5,2552.05,633.4,,407.3
California,Merced,"80,976",283.1,11.1,30.9,265.5,692.8,2552.05,,,537.2
Connecticut,Meriden,"60,934",364.3,8.2,41.0,124.7,190.4,2552.05,690.9,,275.7
Idaho,Meridian,"77,270",119.1,,16.8,11.6,90.6,2552.05,284.7,,25.9
Florida,Miami Beach,"91,066",283.1,5.5,46.1,446.9,534.8,2552.05,,,487.6
New Jersey,Middletown Township,"66,919",67.2,1.5,9.0,12.0,44.8,2552.05,240.6,829.4,22.4
California,Milpitas,"68,433",118.4,1.5,16.1,49.7,51.1,2552.05,485.1,,498.3
California,Mission Viejo,"95,599",76.4,,3.1,29.3,43.9,2552.05,225.9,979.1,47.1
Texas,Mission,"80,557",129.1,3.7,7.4,57.1,60.8,2552.05,525.1,,197.4
Montana,Missoula,"67,758",326.2,,36.9,48.7,240.6,2552.05,557.9,,155.0
Texas,Missouri City,"70,819",121.4,,11.3,48.0,62.1,2552.05,309.2,865.6,66.4
California,Montebello,"63,538",229.8,4.7,6.3,105.4,113.3,2552.05,,978.9,684.6
California,Monterey Park,"61,270",122.4,6.5,1.6,68.5,45.7,2552.05,406.4,899.3,362.3
South Carolina,Mount Pleasant,"70,016",218.5,,7.1,8.6,202.8,2552.05,245.7,,82.8
New York,Mount Vernon,"68,146",899.5,14.7,20.5,330.2,534.1,2552.05,475.4,,198.1
California,Mountain View,"75,933",204.1,,6.6,44.8,152.8,2552.05,234.4,,150.1
Indiana,Muncie,"70,300",367.0,1.4,12.8,140.8,211.9,2552.05,981.5,,288.8
Idaho,Nampa,"83,316",243.7,2.4,52.8,24.0,164.4,2552.05,612.1,,96.0
California,Napa,"78,589",274.8,2.5,21.6,49.6,201.0,2552.05,444.1,,281.2
New Hampshire,Nashua,"86,870",234.8,,42.6,55.3,137.0,2552.05,431.7,,96.7
Massachusetts,New Bedford,"96,031",283.1,2.1,56.2,283.2,731.0,2552.05,967.4,,313.4
Texas,New Braunfels,"60,482",190.1,1.7,31.4,44.6,112.4,2552.05,496.0,,152.1
Connecticut,New Britain,"73,458",431.5,4.1,6.8,243.7,177.0,2552.05,,,535.0
New York,New Rochelle,"78,025",232.0,,3.8,116.6,111.5,2552.05,230.7,,83.3
California,Newport Beach,"87,286",115.7,1.1,12.6,30.9,71.0,2552.05,509.8,,108.8
Massachusetts,Newton,"86,710",87.6,,5.8,19.6,62.3,2552.05,213.4,799.2,18.5
New Jersey,North Bergen Township,"61,747",144.1,3.2,11.3,58.3,71.3,2552.05,200.8,803.3,179.8
Arkansas,North Little Rock,"63,125",711.3,12.7,14.3,280.4,404.0,2552.05,,,590.9
Florida,North Miami,"60,964",854.6,4.9,34.4,351.0,464.2,2552.05,,,490.5
Texas,North Richland Hills,"65,750",258.6,1.5,27.4,35.0,194.7,2552.05,457.8,,115.6
Pennsylvania,Northern York Regional,"66,974",98.5,3.0,4.5,20.9,70.2,2552.05,150.8,,62.7
Connecticut,Norwalk,"86,693",313.8,3.5,10.4,78.4,221.5,2552.05,288.4,,128.0
Missouri,O'Fallon,"80,670",91.7,2.5,6.2,5.0,78.1,2552.05,155.0,,26.0
Utah,Ogden,"85,083",414.9,2.4,29.4,112.8,270.3,2552.05,862.7,,253.9
New Jersey,Old Bridge Township,"66,057",84.8,3.0,3.0,22.7,56.0,2552.05,216.5,,89.3
Utah,Orem,"91,953",44.6,2.2,12.0,22.8,7.6,2552.05,220.8,,84.8
Wisconsin,Oshkosh,"66,514",287.2,,19.5,27.1,240.6,2552.05,511.2,,55.6
Illinois,Palatine,"68,890",42.1,1.5,8.7,11.6,20.3,2552.05,47.9,,30.5
California,Palo Alto,"66,019",80.3,,6.1,39.4,34.8,2552.05,495.3,,72.7
Ohio,Parma,"80,963",69.2,,4.9,17.3,46.9,557.0,58.1,491.6,7.4
Washington,Pasco,"63,806",304.0,1.6,20.4,64.3,217.8,2552.05,656.7,,263.3
New Jersey,Passaic,"70,237",730.4,8.5,2.8,330.3,388.7,2552.05,625.0,,223.5
Rhode Island,Pawtucket,"71,085",405.1,5.6,49.2,113.9,236.3,2552.05,955.2,,530.4
Texas,Pearland,"94,702",129.9,1.1,19.0,29.6,80.3,2552.05,292.5,,87.6
California,Perris,"70,616",339.9,4.2,8.5,133.1,194.0,2552.05,691.1,,672.7
Texas,Pharr,"73,599",366.9,,19.0,59.8,288.0,2552.05,750.0,,195.7
California,Pico Rivera,"63,988",407.9,1.6,9.4,143.8,253.2,2552.05,545.4,,575.1
California,Pittsburg,"64,890",234.2,4.6,9.2,127.9,92.5,2552.05,,,835.3
Florida,Plantation,"87,705",317.0,4.6,12.5,144.8,155.1,2552.05,800.4,,215.5
California,Pleasanton,"71,875",68.2,1.4,5.6,25.0,36.2,2552.05,229.6,,165.6
Minnesota,Plymouth,"72,020",283.1,,,19.4,26.4,2552.05,358.2,,43.0
Maine,Portland,"66,413",260.5,1.5,49.7,123.5,85.8,2552.05,618.9,,123.5
Virginia,Portsmouth,"96,739",476.5,11.4,42.4,188.1,234.7,2552.05,,,218.1
Massachusetts,Quincy,"93,736",427.8,,33.1,89.6,305.1,2552.05,528.1,,123.8
Wisconsin,Racine,"79,055",473.1,5.1,39.2,266.9,161.9,2552.05,,,164.4
New York,Ramapo Town,"85,448",93.6,,5.9,15.2,72.6,837.9,160.3,658.9,18.7
California,Rancho Cordova,"66,214",593.5,13.6,42.3,169.1,368.5,2552.05,635.8,,486.3
South Dakota,Rapid City,"69,979",607.3,5.7,158.6,78.6,364.4,2552.05,844.5,,328.7
Pennsylvania,Reading,"88,557",935.0,16.9,49.7,431.4,437.0,2552.05,,,605.3
California,Redding,"90,974",774.9,3.3,72.5,144.0,555.1,2552.05,,,551.8
California,Redlands,"70,399",313.9,2.8,21.3,106.5,183.2,2552.05,863.6,,568.2
California,Redondo Beach,"67,856",280.0,5.9,8.8,75.2,190.1,2552.05,392.0,,157.7
California,Redwood City,"78,466",265.1,,16.6,112.2,136.4,2552.05,670.4,,195.0
Washington,Renton,"93,722",302.0,2.1,28.8,122.7,148.3,2552.05,957.1,,658.3
New Mexico,Rio Rancho,"89,462",225.8,2.2,25.7,23.5,174.4,2552.05,406.9,,173.3
Virginia,Roanoke,"97,780",554.3,9.2,40.9,144.2,360.0,2552.05,961.3,,253.6
South Carolina,Rock Hill,"68,064",656.7,11.8,52.9,164.6,427.5,2552.05,592.1,,240.9
Georgia,Roswell,"92,141",143.3,1.1,7.6,68.4,66.2,2552.05,433.0,,102.0
California,San Clemente,"65,089",115.2,,9.2,36.9,69.1,2552.05,268.9,926.4,93.7
California,San Leandro,"86,869",503.1,2.3,17.3,312.0,171.5,2552.05,804.7,,911.7
California,San Marcos,"85,810",264.5,2.3,12.8,66.4,183.0,2552.05,426.5,,266.9
California,San Mateo,"99,303",262.8,,13.1,81.6,168.2,2552.05,287.0,,144.0
California,San Ramon,"74,013",60.8,,4.1,17.6,39.2,2552.05,197.3,855.3,95.9
Georgia,Sandy Springs,"97,890",191.0,3.1,5.1,100.1,82.7,2552.05,724.3,,173.7
Utah,Sandy,"90,405",162.6,2.2,26.5,38.7,95.1,2552.05,501.1,,157.1
California,Santa Barbara,"89,871",403.9,,59.0,105.7,239.2,2552.05,620.9,,148.0
California,Santa Cruz,"60,902",711.0,4.9,55.8,136.3,513.9,2552.05,865.3,,433.5
New Mexico,Santa Fe,"68,751",481.4,2.9,21.8,158.5,298.2,2552.05,,,253.1
California,Santa Monica,"91,215",433.0,2.2,25.2,165.5,240.1,2552.05,642.4,,195.1
Illinois,Schaumburg,"74,585",91.2,,17.4,24.1,49.6,2552.05,266.8,,83.1
New York,Schenectady,"66,631",939.5,10.5,48.0,298.7,582.3,2552.05,,,213.1
Pennsylvania,Scranton,"76,118",331.1,,30.2,169.5,131.4,2552.05,842.1,,152.4
Kansas,Shawnee,"63,542",133.8,,17.3,18.9,97.6,2552.05,239.2,,218.8
Michigan,Shelby Township,"73,960",116.3,,27.0,12.2,77.1,2552.05,220.4,,59.5
Iowa,Sioux City,"83,289",329.0,2.4,36.0,55.2,235.3,2552.05,745.6,,244.9
Illinois,Skokie,"65,096",205.8,,26.1,56.8,122.9,2552.05,436.3,,93.7
Massachusetts,Somerville,"77,200",348.4,,29.8,106.2,212.4,2552.05,450.8,,165.8
California,South Gate,"95,966",576.2,9.4,15.6,276.1,275.1,2552.05,427.2,,956.6
California,South San Francisco,"65,006",170.8,,18.5,44.6,107.7,2552.05,540.0,,289.2
Michigan,Southfield,"72,253",487.2,2.8,47.1,188.2,249.1,2552.05,865.0,,545.3
Nevada,Sparks,"92,387",253.3,1.1,34.6,73.6,144.0,2552.05,659.2,,259.8
Washington,Spokane Valley,"91,164",215.0,1.1,34.0,73.5,106.4,2552.05,975.2,,473.9
Arkansas,Springdale,"71,668",463.2,1.4,79.5,41.9,340.5,2552.05,637.7,,203.7
Ohio,Springfield,"60,329",618.3,8.3,63.0,295.0,252.0,2552.05,,,283.4
Oregon,Springfield,"60,119",173.0,,28.3,49.9,94.8,2552.05,687.0,,377.6
Missouri,St. Charles,"66,723",151.4,1.5,10.5,34.5,104.9,2552.05,332.7,,95.9
Utah,St. George,"75,780",204.5,,35.6,30.4,138.6,2552.05,405.1,,114.8
Missouri,St. Joseph,"77,330",417.7,1.3,28.4,117.7,270.3,2552.05,,,479.8
Texas,Sugar Land,"82,924",131.4,,4.8,44.6,82.0,2552.05,348.5,,42.2
Florida,Sunrise,"87,168",263.9,1.1,21.8,107.8,133.1,2552.05,916.6,,164.1
Florida,Tamarac,"62,382",306.2,8.0,20.8,118.6,158.7,2552.05,979.4,,157.1
Michigan,Taylor,"62,534",484.5,1.6,49.6,95.9,337.4,2552.05,900.3,,406.2
Texas,Temple,"68,194",296.2,1.5,32.3,108.5,154.0,2552.05,,,130.5
Indiana,Terre Haute,"61,152",312.3,6.5,47.4,139.0,119.4,2552.05,,,462.8
New Jersey,Toms River Township,"92,131",87.9,1.1,3.3,43.4,40.2,2552.05,694.7,,41.2
California,Tracy,"85,047",170.5,4.7,9.4,77.6,78.8,2552.05,333.9,,337.5
New Jersey,Trenton,"85,317",283.1,28.1,27.0,676.3,734.9,2552.05,,,549.7
Michigan,Troy,"81,567",73.6,2.5,11.0,15.9,44.1,2552.05,221.9,,131.2
California,Tulare,"60,848",617.9,9.9,16.4,116.7,475.0,2552.05,,,545.6
California,Turlock,"69,730",638.2,2.9,28.7,139.1,467.5,2552.05,894.9,,730.0
Alabama,Tuscaloosa,"91,973",519.7,4.3,40.2,184.8,290.3,2552.05,,,219.6
California,Tustin,"77,400",147.3,,14.2,46.5,86.6,2552.05,310.1,,169.3
California,Union City,"71,089",330.6,,12.7,144.9,173.0,2552.05,604.9,,431.9
New Jersey,Union City,"67,518",370.3,1.5,3.0,157.0,208.8,2552.05,356.9,,197.0
California,Upland,"75,531",195.9,,10.6,88.7,96.6,2552.05,838.1,,484.6
Pennsylvania,Upper Darby Township,"82,978",623.1,3.6,19.3,325.4,274.8,2552.05,268.7,,136.2
New York,Utica,"62,445",658.2,1.6,36.8,201.8,418.0,2552.05,946.4,,158.5
California,Vacaville,"93,951",261.8,3.2,25.5,77.7,155.4,2552.05,339.5,,183.1
Texas,Victoria,"64,076",632.1,7.8,48.4,73.4,502.5,2552.05,927.0,,160.7
New Jersey,Vineland,"61,252",367.3,1.6,11.4,107.8,246.5,2552.05,,,70.2
California,Vista,"96,087",483.9,1.0,26.0,149.9,307.0,2552.05,455.8,,342.4
California,Walnut Creek,"65,816",127.6,,4.6,28.9,94.2,2552.05,677.6,,214.2
Massachusetts,Waltham,"61,725",236.5,,19.4,38.9,178.2,2552.05,309.4,988.3,77.8
Georgia,Warner Robins,"69,231",528.7,8.7,30.3,203.7,286.0,2552.05,,,213.8
Rhode Island,Warwick,"82,282",124.0,1.2,18.2,35.2,69.3,2552.05,405.9,,115.5
Michigan,Waterford Township,"72,224",195.2,,26.3,44.3,124.6,2552.05,412.6,,131.5
Iowa,Waterloo,"68,919",682.0,5.8,92.9,100.1,483.2,2552.05,,,139.3
Illinois,Waukegan,"89,468",469.4,2.2,52.5,178.8,235.8,2552.05,698.6,,71.5
Wisconsin,Waukesha,"71,049",150.6,1.4,36.6,33.8,78.8,2552.05,327.9,,45.0
Wisconsin,West Allis,"60,870",313.8,,18.1,159.4,136.4,2552.05,906.9,,216.9
Michigan,West Bloomfield Township,"65,157",55.3,3.1,3.1,13.8,35.3,2552.05,227.1,813.4,18.4
Connecticut,West Hartford,"63,487",72.5,,3.2,55.1,14.2,2552.05,382.8,,163.8
Michigan,Westland,"83,299",405.8,1.2,73.2,96.0,235.3,2552.05,690.3,,396.2
California,Westminster,"91,908",309.0,2.2,9.8,95.7,201.3,2552.05,507.0,,351.4
Florida,Weston,"67,452",91.9,3.0,7.4,20.8,60.8,980.0,219.4,730.9,29.7
California,Whittier,"86,740",284.8,,11.5,93.4,179.8,2552.05,517.6,,340.1
Delaware,Wilmington,"72,088",283.1,36.1,47.2,657.5,962.7,2552.05,,,506.3
Minnesota,Woodbury,"63,190",283.1,,,11.1,17.4,2552.05,305.4,,76.0
Washington,Yakima,"93,419",605.9,11.8,55.7,162.7,375.7,2552.05,,,
California,Yorba Linda,"65,820",80.5,,4.6,16.7,59.3,2552.05,338.8,808.3,48.6
Pennsylvania,York Area Regional,"60,732",120.2,1.6,23.1,26.3,69.2,2552.05,260.2,759.1,32.9
Ohio,Youngstown,"66,567",283.1,33.0,58.6,366.5,569.4,2552.05,,,414.6
California,Yuba City,"65,653",376.2,6.1,33.5,65.5,271.1,2552.05,763.1,,280.3
Arizona,Yuma,"95,568",531.6,5.2,28.3,63.8,434.2,2552.05,999.3,,246.9
Texas,Abilene,"119,886",393.7,2.5,31.7,105.9,253.6,2552.05,865.0,,142.6
Ohio,Akron,"198,390",886.6,12.1,84.2,290.8,499.5,2552.05,,,363.4
Virginia,Alexandria,"145,892",166.6,,6.2,94.6,65.8,2552.05,192.6,,223.5
Pennsylvania,Allentown,"119,334",547.2,12.6,45.3,313.4,176.0,2552.05,,,308.4
Texas,Amarillo,"196,576",650.1,5.1,56.0,141.4,447.7,2552.05,,,320.0
New York,Amherst Town,"117,591",74.8,,6.0,23.8,45.1,2552.05,182.0,,31.5
Michigan,Ann Arbor,"115,008",197.4,0.9,30.4,43.5,122.6,2552.05,620.8,,99.1
California,Antioch,"105,009",283.1,9.5,27.6,354.3,625.7,2552.05,,,
Colorado,Arvada,"109,029",144.9,,20.2,26.6,98.1,2552.05,357.7,,184.4
Georgia,Athens-Clarke County,"117,457",387.4,4.3,40.9,134.5,207.7,2552.05,978.2,,206.0
Illinois,Aurora,"199,765",281.8,,32.5,62.6,186.7,2552.05,472.6,,63.1
Louisiana,Baton Rouge,"231,500",283.1,28.5,27.6,446.2,580.6,2552.05,,,208.2
Texas,Beaumont,"120,323",283.1,10.8,63.2,339.1,619.2,2552.05,,,231.9
Washington,Bellevue,"126,022",127.8,1.6,20.6,53.2,52.4,2552.05,543.6,,134.1
California,Berkeley,"114,961",423.6,4.3,33.9,291.4,93.9,2552.05,844.6,,557.6
Montana,Billings,"106,371",347.8,2.8,35.7,63.9,245.4,2552.05,745.5,,386.4
Alabama,Birmingham,"213,266",283.1,31.4,71.3,460.9,954.2,2552.05,,,488.6
Idaho,Boise,"211,569",268.0,0.5,35.4,30.3,201.8,2552.05,431.5,,74.2
Colorado,Boulder,"100,257",248.4,,31.9,47.9,168.6,2552.05,470.8,,127.7
Connecticut,Bridgeport,"146,030",283.1,15.1,265.7,415.0,509.5,2552.05,943.0,,594.4
Oklahoma,Broken Arrow,"100,688",153.9,1.0,32.8,38.7,81.4,2552.05,371.4,,114.2
Texas,Brownsville,"181,102",261.2,1.7,21.0,69.0,169.5,2552.05,632.2,,113.7
California,Burbank,"105,057",231.3,1.9,22.8,105.7,100.9,2552.05,364.6,,189.4
Massachusetts,Cambridge,"106,981",402.9,0.9,18.7,126.2,257.1,2552.05,469.2,,100.0
Florida,Cape Coral,"159,625",143.5,2.5,10.0,25.7,105.2,2552.05,538.8,,71.4
California,Carlsbad,"107,879",245.6,1.9,24.1,51.0,168.7,2552.05,460.7,,138.1
Texas,Carrollton,"124,477",144.6,1.6,5.6,60.3,77.1,2552.05,619.4,,229.0
North Carolina,Cary,"141,016",81.6,,7.8,20.6,53.2,2552.05,262.4,,44.7
Iowa,Cedar Rapids,"128,401",277.3,2.3,33.5,75.5,165.9,2552.05,752.3,,197.8
Colorado,Centennial,"104,022",150.9,1.0,38.5,31.7,79.8,2552.05,266.3,,74.0
Arizona,Chandler,"242,721",258.7,1.6,26.4,61.4,169.3,2552.05,472.6,,105.5
South Carolina,Charleston,"123,856",239.0,9.7,15.3,84.0,130.0,2552.05,302.0,,189.7
Virginia,Chesapeake,"227,531",368.7,5.3,15.8,88.8,258.9,2552.05,454.4,,122.6
California,Chula Vista,"249,830",232.6,3.2,13.2,90.9,125.3,2552.05,370.7,,401.1
Tennessee,Clarksville,"137,356",637.0,7.3,33.5,72.1,524.2,2552.05,710.6,,121.6
Florida,Clearwater,"109,255",665.4,2.7,54.0,188.5,420.1,2552.05,841.2,,161.1
Missouri,Columbia,"110,646",430.2,2.7,37.1,146.4,244.0,2552.05,708.6,,129.2
Georgia,Columbus,"196,178",506.7,8.7,15.8,215.6,266.6,2552.05,,,431.2
California,Concord,"125,205",321.1,,15.2,122.2,183.7,2552.05,662.1,,526.3
Florida,Coral Springs,"125,021",183.2,0.8,8.0,62.4,112.0,2552.05,457.5,,120.0
California,Corona,"157,342",133.5,0.6,10.8,64.8,57.2,2552.05,547.2,,327.9
California,Costa Mesa,"112,635",225.5,3.6,28.4,73.7,119.9,2552.05,593.1,,320.5
California,Daly City,"103,311",209.1,,8.7,73.6,126.8,2552.05,382.3,,248.8
Iowa,Davenport,"101,193",596.9,4.0,39.5,149.2,404.2,2552.05,879.5,,282.6
Ohio,Dayton,"142,139",973.7,16.9,78.8,445.3,432.7,2552.05,,,487.6
Texas,Denton,"118,942",310.2,0.8,72.3,68.9,168.1,2552.05,531.4,,132.0
Iowa,Des Moines,"207,400",527.5,3.4,48.2,120.5,355.4,2552.05,,,377.0
California,Downey,"113,628",335.3,5.3,17.6,167.2,145.2,2552.05,589.6,,844.0
North Carolina,Durham,"235,563",725.9,8.9,26.7,261.1,429.2,2552.05,,,298.9
New Jersey,Edison Township,"101,007",120.8,,8.9,58.4,53.5,2552.05,337.6,,109.9
California,El Cajon,"101,864",358.3,2.0,23.6,144.3,188.5,2552.05,484.0,,386.8
California,El Monte,"115,356",342.4,3.5,12.1,176.0,150.8,2552.05,495.0,937.1,501.1
Illinois,Elgin,"109,155",235.4,1.8,61.4,69.6,102.6,2552.05,327.1,,72.4
New Jersey,Elizabeth,"126,281",797.4,11.1,29.3,423.7,333.4,2552.05,781.6,,924.1
California,Elk Grove,"156,344",327.5,0.6,12.8,60.8,253.3,2552.05,431.1,,135.6
Pennsylvania,Erie,"101,972",449.1,7.8,62.8,168.7,209.9,2552.05,,,102.0
California,Escondido,"147,386",426.1,3.4,25.8,139.8,257.1,2552.05,518.4,,514.3
Oregon,Eugene,"158,043",272.1,,45.6,124.0,102.5,2552.05,958.6,,275.2
Indiana,Evansville,"118,194",473.8,6.8,47.4,168.4,251.3,2552.05,957.7,,355.3
Washington,Everett,"105,318",456.7,0.9,43.7,172.8,239.3,2552.05,,,921.0
California,Fairfield,"107,110",423.9,7.5,28.0,129.8,258.6,2552.05,631.1,,464.0
North Dakota,Fargo,"109,813",358.8,1.8,62.8,41.9,252.2,2552.05,410.7,,141.1
North Carolina,Fayetteville,"205,966",575.8,10.7,34.0,271.9,259.3,2552.05,,,367.1
Michigan,Flint,"101,632",283.1,62.0,106.3,662.2,,2552.05,,,451.6
California,Fontana,"200,874",423.2,2.5,15.4,144.9,260.4,2552.05,547.1,,500.8
Colorado,Fort Collins,"148,792",262.8,1.3,29.6,26.9,205.0,2552.05,401.9,,95.4
Florida,Fort Lauderdale,"170,827",903.3,9.4,28.1,488.8,377.0,2552.05,,,345.4
California,Fremont,"218,927",139.8,0.9,6.4,60.3,72.2,2552.05,537.2,,265.4
Texas,Frisco,"123,205",79.5,,6.5,19.5,53.6,2552.05,357.1,,43.8
California,Fullerton,"138,455",326.5,,22.4,98.9,205.1,2552.05,535.9,,233.3
Florida,Gainesville,"127,036",669.9,4.7,58.3,134.6,472.3,2552.05,794.3,,188.1
California,Garden Grove,"175,079",250.7,0.6,9.1,77.1,163.9,2552.05,434.7,,343.3
Texas,Garland,"234,984",229.8,3.0,20.0,100.4,106.4,2552.05,943.9,,251.5
Arizona,Gilbert,"214,264",95.7,2.3,8.9,27.5,56.9,2552.05,338.8,,76.5
Arizona,Glendale,"232,997",491.4,5.2,23.2,177.3,285.8,2552.05,,,525.3
California,Glendale,"194,902",119.5,,3.1,55.4,61.1,2552.05,264.7,,158.5
Texas,Grand Prairie,"181,782",274.5,0.6,27.5,88.0,158.4,2552.05,714.0,,347.7
Michigan,Grand Rapids,"189,953",771.2,8.4,24.2,243.2,495.4,2552.05,,,141.1
Wisconsin,Green Bay,"106,080",484.5,0.9,41.5,82.0,360.1,2552.05,621.2,,102.8
Oregon,Gresham,"108,202",450.1,3.7,30.5,191.3,224.6,2552.05,818.8,,685.8
Virginia,Hampton,"137,905",227.7,6.5,11.6,105.9,103.7,2552.05,549.7,,190.0
Connecticut,Hartford,"125,203",283.1,18.4,21.6,511.2,770.7,2552.05,838.6,,640.6
California,Hayward,"147,424",415.8,4.1,31.2,232.0,148.6,2552.05,752.3,,987.6
Florida,Hialeah,"233,107",347.5,1.7,17.2,111.5,217.1,2552.05,449.6,,316.2
North Carolina,High Point,"106,801",520.6,4.7,17.8,173.2,324.9,2552.05,,,267.8
Florida,Hollywood,"145,313",442.5,3.4,26.2,191.3,221.6,2552.05,,,454.2
California,Huntington Beach,"194,677",160.8,1.5,15.9,42.6,100.7,2552.05,409.4,,164.9
Alabama,Huntsville,"183,691",923.3,7.6,39.2,248.2,628.2,2552.05,,,386.5
Missouri,Independence,"117,433",457.3,4.3,36.6,108.1,308.3,2552.05,,,666.8
California,Inglewood,"111,488",699.6,12.6,24.2,334.6,328.3,2552.05,579.4,,572.3
California,Irvine,"217,528",50.6,0.9,3.7,13.3,32.6,2552.05,262.0,,62.1
Texas,Irving,"224,007",226.3,1.3,12.1,60.3,152.7,2552.05,570.1,,251.8
Mississippi,Jackson,"175,939",948.1,35.8,76.7,454.1,381.4,2552.05,,,645.7
Illinois,Joliet,"148,471",340.8,7.4,20.2,70.0,243.1,2552.05,642.5,,106.4
Kansas,Kansas City,"147,201",595.8,10.2,57.7,188.2,339.7,2552.05,,,820.6
Washington,Kent,"122,102",444.7,1.6,55.7,158.9,228.5,2552.05,,,707.6
Texas,Killeen,"131,965",644.9,9.1,62.1,178.8,394.8,2552.05,,,145.5
Tennessee,Knoxville,"182,254",973.4,9.9,65.3,289.7,608.5,2552.05,,,501.5
Louisiana,Lafayette,"122,852",634.1,9.0,9.0,164.4,451.8,2552.05,,,196.2
Colorado,Lakewood,"146,404",461.7,1.4,64.2,101.1,295.1,2552.05,626.3,,415.3
California,Lancaster,"159,155",539.7,5.0,33.9,196.7,304.1,2552.05,655.3,,253.8
Michigan,Lansing,"114,688",939.9,11.3,80.2,177.0,671.4,2552.05,,,230.2
Texas,Laredo,"245,558",421.9,3.3,33.0,74.5,311.1,2552.05,699.6,,155.2
Arkansas,Little Rock,"196,055",283.1,23.0,69.9,411.6,811.0,2552.05,,,558.5
Massachusetts,Lowell,"108,539",539.0,,34.1,160.3,344.6,2552.05,782.2,,271.8
Texas,Lubbock,"237,241",827.0,4.6,43.8,137.0,641.5,2552.05,,,314.0
Wisconsin,Madison,"237,508",377.7,1.3,48.0,101.5,226.9,2552.05,674.1,,106.9
New Hampshire,Manchester,"110,040",567.1,0.9,65.4,186.3,314.4,2552.05,771.5,,137.2
Texas,McAllen,"135,745",122.3,0.7,2.2,41.3,78.1,2552.05,370.5,,155.4
Texas,McKinney,"138,105",165.8,,39.1,42.0,84.7,2552.05,356.3,,75.3
Texas,Mesquite,"144,811",305.2,1.4,9.7,126.4,167.8,2552.05,,,474.4
Florida,Miami Gardens,"111,177",837.4,22.5,14.4,331.9,468.6,2552.05,,,371.5
Texas,Midland,"115,637",344.2,3.5,18.2,45.0,277.6,2552.05,483.4,,117.6
Florida,Miramar,"125,998",426.2,1.6,24.6,129.4,270.6,2552.05,684.1,,175.4
California,Modesto,"204,631",777.0,9.8,28.8,219.9,518.5,2552.05,,,879.1
Alabama,Montgomery,"209,018",395.7,21.1,19.6,219.6,135.4,2552.05,,,526.7
California,Moreno Valley,"199,673",353.6,2.5,12.5,165.8,172.8,2552.05,,,449.2
Tennessee,Murfreesboro,"112,247",624.5,2.7,49.0,119.4,453.5,2552.05,822.3,,163.9
California,Murrieta,"106,839",65.5,0.9,7.5,19.7,37.4,2552.05,381.9,,121.7
Illinois,Naperville,"142,840",83.3,2.1,4.9,16.8,59.5,2552.05,178.5,,28.7
Connecticut,New Haven,"129,934",283.1,13.1,42.3,649.6,734.2,2552.05,,,549.5
Virginia,Newport News,"181,591",415.2,11.0,27.5,149.2,227.4,2552.05,566.7,,144.3
Virginia,Norfolk,"245,303",543.0,13.9,30.6,200.2,298.4,2552.05,921.7,,296.4
Oklahoma,Norman,"113,969",151.8,0.9,45.6,47.4,57.9,2552.05,551.9,,148.3
South Carolina,North Charleston,"100,675",732.1,12.9,60.6,210.6,448.0,2552.05,848.3,,536.4
Nevada,North Las Vegas,"221,884",763.9,6.3,32.9,175.3,549.4,2552.05,701.7,,430.4
California,Norwalk,"107,295",403.6,10.3,12.1,159.4,221.8,2552.05,502.4,,496.8
California,Oceanside,"171,141",425.4,4.7,28.0,102.3,290.4,2552.05,491.4,,260.0
Texas,Odessa,"103,635",283.1,4.8,41.5,136.1,881.9,2552.05,743.0,,368.6
Kansas,Olathe,"128,560",148.6,,29.6,18.7,100.3,2552.05,245.0,,137.7
California,Ontario,"167,933",318.0,1.8,21.4,158.4,136.4,2552.05,630.0,,583.0
California,Orange,"139,692",96.6,2.9,5.7,38.7,49.4,2552.05,357.9,,206.9
Florida,Orlando,"246,513",283.1,9.7,41.8,244.6,721.3,2552.05,,,529.0
Kansas,Overland Park,"177,085",160.9,1.1,22.6,23.7,113.5,2552.05,292.0,,183.0
California,Oxnard,"201,797",298.8,4.5,4.0,150.6,139.7,2552.05,420.2,,270.6
Florida,Palm Bay,"104,635",528.5,2.9,18.2,74.5,432.9,2552.05,687.2,,130.9
California,Palmdale,"155,294",522.9,3.9,23.8,144.2,350.9,2552.05,666.5,,186.7
California,Pasadena,"139,382",310.7,3.6,15.1,123.4,168.6,2552.05,639.3,,179.4
Texas,Pasadena,"154,562",402.4,5.2,33.6,95.1,268.5,2552.05,646.3,,339.0
New Jersey,Paterson,"147,148",283.1,14.3,15.0,580.4,445.1,2552.05,,,616.4
Florida,Pembroke Pines,"159,744",149.0,1.3,8.8,52.0,87.0,2552.05,529.6,,135.8
Arizona,Peoria,"158,347",186.9,5.7,15.2,48.6,117.5,2552.05,586.7,,168.0
Illinois,Peoria,"115,288",797.1,8.7,21.7,281.0,485.7,2552.05,,,201.2
California,Pomona,"151,511",673.9,11.2,41.6,248.8,372.3,2552.05,594.7,,732.6
Florida,Pompano Beach,"103,003",283.1,4.9,35.9,406.8,581.5,2552.05,,,391.3
Florida,Port St. Lucie,"168,416",234.5,2.4,27.9,32.7,171.6,2552.05,484.5,,54.0
