City,State,Cost of Living Index,State_Code,State_Name,Mean,Median,county_name,population,density,timezone,zips,average_temp_january,average_temp_february,average_temp_march,average_temp_april,average_temp_may,average_temp_june,average_temp_july,average_temp_august,average_temp_september,average_temp_october,average_temp_november,average_temp_december,safety_index,education_score
madison,wi,99.5,55,wisconsin,139215,130473,Dane,451652,1268.3,America/Chicago,53706 53704 53705 53703 53726 53792 53719 53718 53715 53714 53717 53716 53711 53713 53701 53702 53707 53708 53725 53774 53777 53782 53783 53784 53785 53786 53788 53790 53793 53794,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333,80,80
manchester,nh,109.6,33,new hampshire,77910,66932,Hillsborough,169097,1343.1,America/New_York,03109 03104 03101 03103 03102 03105 03108 03111,23.22,20.85,25.54,35.5,48.25,58.75,65.63,67.75,63.2,54.15555555555555,41.84444444444445,30.700000000000003,75,75
mansfield,oh,86.2,39,ohio,45553,36327,Richland,73448,596.4,America/New_York,44905 44906 44907 44901 44902 44903,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,65,65
mcallen,tx,86,48,texas,33353,23401,Hidalgo,797341,884.4,America/Chicago,78573 78504 78503 78501 78557 78502 78505,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,55,55
medford,or,107.5,41,oregon,55005,41664,Jackson,168959,1191.6,America/Los_Angeles,97504 97501,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778,70,65
memphis,tn,88.2,47,tennessee,85388,66987,Shelby,1037998,824.8,America/Chicago,38120 38127 38126 38107 38106 38105 38104 38103 38109 38108 38152 38132 38141 38112 38114 38111 38113 38115 38116 38117 38118 38119 38018 38016 38133 38131 38134 38128 38122 38125 37501 37544 38088 38101 38124 38130 38136 38137 38145 38148 38150 38151 38157 38159 38161 38163 38166 38168 38173 38174 38175 38177 38181 38182 38184 38186 38187 38188 38190 38193 38194 38197,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778,40,55
merced,ca,108.2,6,california,49495,36846,Merced,160638,1455.9,America/Los_Angeles,95348 95340 95341 95343,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,50,60
meridian,ms,82,28,mississippi,16991,13879,Lauderdale,34990,251.4,America/Chicago,39307 39305 39301 39302 39303 39304,48.16,47.86,53.760000000000005,60.44,67.67999999999999,75.42999999999999,80.06,80.72,78.74444444444445,72,60.45555555555556,52.333333333333336,45,55
midland,mi,87,26,michigan,19841,14256,Midland,42404,476.4,America/Detroit,48642 48640 48667 48670 48686,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777,75,75
midland,tx,97.8,48,texas,73771,43922,Midland,140171,673.3,America/Chicago,79701 79706 79707 79705 79703 79702 79708 79711,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,70,65
milwaukee,wi,93.8,55,wisconsin,51244,29764,Milwaukee,1290940,2301.6,America/Chicago,53203 53202 53207 53206 53205 53204 53209 53208 53233 53218 53219 53214 53215 53216 53210 53211 53212 53213 53295 53225 53224 53221 53220 53223 53222 53228 53201 53237 53259 53263 53274 53278 53288 53290 53293,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333,40,60
minot,nd,90.7,38,north dakota,44699,30169,Ward,48038,670,America/Chicago,58707 58703 58701 58702,14.19,11.92,19.39,32.97,46.21,59.65,67.67999999999999,68.85,63.29999999999999,51.18888888888889,36.01111111111111,22.366666666666667,75,70
missoula,mt,103.4,30,montana,63948,52339,Missoula,88780,828.8,America/Denver,59812 59808 59803 59802 59801,22.45,21.76,26.68,36.45,45.41,55.5,64.03999999999999,66.84,60.77777777777778,49.44444444444444,37.2,26.83333333333333,75,75
modesto,ca,112.3,6,california,70989,300000,Stanislaus,354183,1955.8,America/Los_Angeles,95358 95356 95355 95354 95351 95350 95352 95353 95397,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,55,60
monroe,la,86.5,22,louisiana,53286,47838,Ouachita,116927,620.2,America/Chicago,71212 71209 71203 71202 71201 71207 71210 71213 71217,51.92,51.77,57.39,63.620000000000005,70.2,77.27000000000001,81.53,82.31,80.56666666666666,74.32222222222222,63.888888888888886,56.16666666666666,45,55
monroe,mi,90.5,26,michigan,61073,46756,Monroe,20400,870.7,America/Detroit,48162 48161,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777,65,65
montgomery,al,88.5,1,alabama,32307,33114,Montgomery,251158,482.6,America/Chicago,36112 36113 36110 36111 36116 36114 36115 36109 36130 36117 36101 36105 36104 36107 36106 36057 36108 36118 36120 36121 36123 36124 36125 36131 36132 36135 36140 36141 36142 36177 36191,47.94,47.85,53.67,59.98,67.05,74.59,79.2,79.95,77.9,71.35555555555555,60.15555555555555,52.16666666666666,50,55
mount pleasant,mi,86.8,26,michigan,39108,26388,Isabella,21826,1091.3,America/Detroit,48858 48859,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777,70,70
mount vernon,wa,110.1,53,washington,73462,56464,Skagit,66896,1102.6,America/Los_Angeles,98274 98273,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333,75,70
muncie,in,83.7,18,indiana,27158,19523,Delaware,88061,918.2,America/Indiana/Indianapolis,47306 47305 47303 47304 47302 47307,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,65,65
napa,ca,149.6,6,california,43320,45962,Napa,84703,1696.1,America/Los_Angeles,94559 94558 94581,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,80,75
nashville,tn,100.1,47,tennessee,62867,54579,Davidson,1177657,555.4,America/Chicago,37027 37138 37076 37072 37203 37206 37201 37080 37218 37219 37216 37217 37214 37215 37212 37213 37210 37211 37189 37232 37238 37209 37208 37205 37204 37207 37115 37013 37228 37221 37220 37143 37011 37116 37202 37222 37224 37227 37229 37230 37234 37235 37236 37240 37241 37242 37243 37244 37246 37250,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778,60,65
new haven,ct,107.7,9,connecticut,51318,39396,South Central Connecticut,565572,2804.1,America/New_York,06519 06511 06510 06513 06512 06515 06501 06502 06503 06505 06506 06507 06508 06509 06520 06521 06530 06531 06532 06533 06534 06535 06536 06540,31.01,28.610000000000003,33.02,41.88,53.06,62.970000000000006,70.33,72.63,68.06666666666666,59.43333333333333,47.81111111111111,37.82222222222222,50,60
new orleans,la,92.4,22,louisiana,21474,15203,Orleans,932759,866.5,America/Chicago,70139 70130 70131 70148 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70142 70145 70146 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70184 70185 70186 70187 70189 70190 70195,51.92,51.77,57.39,63.620000000000005,70.2,77.27000000000001,81.53,82.31,80.56666666666666,74.32222222222222,63.888888888888886,56.16666666666666,30,55
new york,ny,128,36,new york,76190,68128,Queens,18908608,11080.3,America/New_York,11229 11228 11226 11225 11224 11222 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11102 11103 11106 11104 11697 11694 11692 11693 11691 10271 10279 10278 10075 11249 10452 11451 10475 10474 10471 10470 10473 10472 11223 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10310 10311 10312 10314 11439 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11379 11378 11375 11374 11377 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11356 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11209 11203 11205 11204 11207 11206 11208 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11105 11001 11005 11004 10065 10069 10199 10309 10308 10307 10306 10305 10304 10303 10302 10301 11429 11428 11421 11420 11423 11422 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11251 11252 11256 11351 11352 11380 11386 11405 11425 11431 11437 11499 11690 11695,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664,50,65
ocala,fl,94.5,12,florida,45556,39041,Marion,186840,518.8,America/New_York,34475 34474 34471 34470 34477 34478 34483,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,65,60
odessa,tx,92.7,48,texas,89312,70341,Ector,155039,850.4,America/Chicago,79762 79761 79763 79765 79768,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,55,55
ogden,ut,99.8,49,utah,70868,62105,Weber,622918,1215.9,America/Denver,84404 84401 84403 84408 84244 84407 84409 84415,28.160000000000004,30.26,36.8,44.11,51.370000000000005,61.96,71.28999999999999,72.91,67.42222222222222,56.46666666666667,44.21111111111111,33.577777777777776,70,65
oklahoma city,ok,87.3,40,oklahoma,98020,300000,Oklahoma,998806,433.6,America/Chicago,73099 73119 73118 73114 73117 73116 73111 73110 73112 73020 73012 73013 73142 73141 73145 73149 73169 73078 73108 73109 73106 73107 74857 73139 73132 73131 73135 73134 73008 73097 73084 73105 73162 73103 73054 73151 73150 73159 73064 73104 73102 73179 73173 73170 73049 73160 73165 73127 73120 73121 73122 73128 73129 73101 73113 73124 73125 73126 73136 73137 73143 73144 73146 73147 73148 73152 73154 73155 73157 73163 73164 73167 73172 73178 73184 73189 73190 73194 73195,40.260000000000005,39.62,46.07,55.24,63.52,73.13,79.96000000000001,81.06,77.55555555555556,68.47777777777777,55.75555555555556,45.67777777777778,55,65
olympia,wa,110.9,53,washington,57181,54810,Thurston,210877,1168.7,America/Los_Angeles,98502 98501 98506 98504 98507 98508,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333,75,70
omaha,ne,92.9,31,nebraska,42739,46228,Douglas,821345,1323.9,America/Chicago,68112 68114 68117 68116 68118 68182 68183 68105 68108 68178 68110 68122 68127 68124 68111 68022 68137 68135 68132 68144 68134 68131 68130 68102 68106 68107 68104 68164 68152 68154 68101 68103 68109 68119 68139 68145 68172 68175 68176 68179 68180 68197 68198,27.1,25.910000000000004,32.45,43.08,52.46,64.33,72.6,73.32000000000001,69.01111111111112,58.17777777777778,44.44444444444444,33.36666666666667,70,70
orlando,fl,101.4,12,florida,43567,36551,Orange,1882705,1070.2,America/New_York,32829 32827 32824 32822 32804 32805 32806 32807 32801 32803 32808 32839 32835 32832 32819 32811 32812 32814 32802 32853 32854 32856 32861 32862 32872 32877 32885 32886 32891 32897,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,60,65
oshkosh,wi,89,55,wisconsin,53659,47895,Winnebago,74251,946.8,America/Chicago,54985 54904 54901 54902 54903 54906,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333,75,70
owensboro,ky,86.6,21,kentucky,56057,300000,Daviess,75644,1118,America/Chicago,42301 42303 42304,37.49,35.96,42.12,51.12,60.870000000000005,69.7,74.99,75.77000000000001,72.69999999999999,64.83333333333333,52.27777777777778,42.93333333333333,65,65
pensacola,fl,97.9,12,florida,28472,23486,Escambia,398813,917,America/Chicago,32503 32504 32501 32502 32513 32522 32524 32591,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,65,65
peoria,il,86.7,17,illinois,65474,52751,Peoria,253467,908.7,America/Chicago,61625 61615 61614 61605 61603 61604 61602 61606 61601 61613 61629 61630 61634 61636 61637 61638 61639 61643 61651 61652 61653 61654 61655 61656,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,55,65
philadelphia,pa,103.4,42,pennsylvania,73396,61310,Philadelphia,5683533,4578.4,America/New_York,19154 19151 19150 19153 19152 19102 19103 19106 19107 19104 19108 19109 19128 19129 19120 19121 19122 19123 19124 19125 19126 19127 19112 19111 19115 19114 19116 19119 19118 19148 19149 19146 19147 19144 19145 19142 19143 19140 19141 19139 19138 19137 19136 19135 19134 19133 19132 19131 19130 19019 19092 19093 19099 19101 19105 19110 19155 19160 19161 19162 19170 19171 19172 19173 19175 19176 19177 19178 19179 19181 19182 19183 19184 19185 19187 19188 19190 19191 19192 19193 19194 19195 19196 19197 19244 19255,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111,35,60
phoenix,az,104.3,4,arizona,68506,51503,Maricopa,4064275,1198.9,America/Phoenix,85009 85003 85006 85007 85004 85083 85086 85087 85085 85331 85033 85306 85308 85020 85021 85022 85023 85024 85026 85027 85028 85029 85353 85019 85018 85013 85012 85015 85014 85016 85254 85008 85044 85045 85042 85043 85040 85041 85048 85037 85035 85034 85032 85031 85017 85304 85307 85266 85310 85054 85051 85050 85053 85001 85002 85005 85010 85011 85030 85036 85038 85046 85060 85061 85062 85063 85064 85066 85067 85068 85069 85070 85071 85072 85074 85076 85078 85079 85080 85082,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778,55,65
pine bluff,ar,82.3,5,arkansas,42802,29472,Jefferson,41172,359.8,America/Chicago,71602 71601 71603 71611 71612,42.59,41.59,47.56,56.03,64.47,73.14,78.81,79.6,76.76666666666667,68.85555555555555,56.577777777777776,47.56666666666667,40,50
pittsburgh,pa,93.1,42,pennsylvania,58114,49013,Allegheny,1749091,2118.5,America/New_York,15282 15216 15217 15214 15212 15213 15210 15211 15218 15219 15290 15232 15260 15233 15205 15204 15207 15206 15201 15203 15208 15234 15222 15221 15220 15226 15224 15120 15230 15240 15250 15251 15252 15253 15254 15255 15257 15258 15259 15261 15262 15264 15265 15267 15270 15272 15274 15279 15281 15286 15289 15295,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111,60,65
pittsfield,ma,106.4,25,massachusetts,36208,24024,Berkshire,43730,417.2,America/New_York,01201 01202 01203,29.84,27.54,31.74,40.57,51.98,62,69.28999999999999,71.65,67.13333333333334,58.34444444444445,46.766666666666666,36.71111111111111,75,70
pocatello,id,90.8,16,idaho,51708,46669,Bannock,74284,654.8,America/Boise,83209 83204 83201 83205 83206,25.18,26.65,31.860000000000003,38.85,46.16,55,63.65,66.96000000000001,61.11111111111112,50.52222222222222,39.11111111111112,29.23333333333333,75,70
portland,me,113,23,maine,78255,59160,Cumberland,209491,1223.9,America/New_York,04101 04102 04103 04108 04109 04019 04104 04112 04116 04122 04123 04124,19.78,17.27,22.17,32.739999999999995,45.75,56.52,63.9,66.44,61.98888888888889,52.5,40.1,28.155555555555555,80,75
portland,or,116.5,41,oregon,33175,29242,Multnomah,2095808,1868.8,America/Los_Angeles,97227 97221 97220 97229 97203 97202 97201 97206 97205 97204 97209 97208 97258 97266 97219 97213 97236 97232 97233 97230 97239 97218 97214 97215 97216 97217 97210 97211 97212 97207 97228 97238 97240 97242 97250 97251 97252 97253 97254 97256 97280 97282 97283 97286 97290 97291 97292 97293 97294,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778,70,70
portsmouth,oh,84.7,39,ohio,55428,44027,Scioto,18130,652.4,America/New_York,45662,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,45,55
prescott,az,104.6,4,arizona,65618,44963,Yavapai,46054,392.9,America/Phoenix,86305 86301 86303 86313 86302 86304,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778,75,65
providence,ri,111.5,44,rhode island,93088,79847,Providence,1290271,3979.7,America/New_York,02903 02906 02907 02908 02904 02905 02909 02912 02918 02901 02902 02940,32.97,30.47,34.35,42.52,52.99,62.67999999999999,70.24,72.92,68.68888888888888,60.27777777777778,49.24444444444444,39.644444444444446,60,70
provo,ut,100.9,49,utah,114020,300000,Utah,619218,1059.2,America/Denver,84606 84604 84602 84601 84603 84605,28.160000000000004,30.26,36.8,44.11,51.370000000000005,61.96,71.28999999999999,72.91,67.42222222222222,56.46666666666667,44.21111111111111,33.577777777777776,85,75
pueblo,co,92.2,8,colorado,19788,300000,Pueblo,120380,765.4,America/Denver,81004 81005 81003 81001 81008 81002 81010 81011 81012,26.9,27.43,32.84,40.45,47.98,58.52,66.84,67.9,63.75555555555555,54.04444444444445,42.01111111111111,32.1,45,55
quincy,il,87.3,17,illinois,58881,48205,Adams,39441,966,America/Chicago,62305 62301,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,55,60
racine,wi,90.9,55,wisconsin,57727,55416,Racine,132006,1932.5,America/Chicago,53405 53404 53406 53403 53402 53401 53407 53408,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333,50,60
rapid city,sd,94.2,46,south dakota,44436,37276,Pennington,87826,530.3,America/Denver,57702 57703 57701,21.01,19.5,26.410000000000004,38.16,49.06,61.83,70.58,71.76,66.6,54.87777777777777,40.53333333333333,28.25555555555556,70,65
reading,pa,96,42,pennsylvania,75091,300000,Berks,272712,3710.8,America/New_York,19601 19604 19602 19611 19603 19612,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111,40,50
redding,ca,108.7,6,california,54704,31295,Shasta,117163,605.9,America/Los_Angeles,96002 96003 96001,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,55,60
reno,nv,107.4,32,nevada,110894,93615,Washoe,457702,940.5,America/Los_Angeles,89521 89523 89439 89503 89502 89501 89506 89509 89508 89557 89519 89512 89505 89507 89533 89555 89595 89599,32.89,34.910000000000004,39.49,45.81,52.44,62.120000000000005,71.62,73.92999999999999,68.35555555555555,57.8,46.51111111111111,36.86666666666667,50,60
richmond,in,84.2,18,indiana,32881,25487,Wayne,35642,573.3,America/Indiana/Indianapolis,47374 47375,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,60,60
richmond,va,99.2,51,virginia,57579,40384,Richmond,1073223,1463.7,America/New_York,23222 23223 23298 23284 23220 23221 23226 23227 23224 23225 23230 23235 23234 23219 23173 23218 23232 23249 23260 23261 23269 23274 23276 23278 23282 23285 23286 23289 23290 23291 23292 23295,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889,55,65
richmond,ky,90.8,21,kentucky,56352,55769,Madison,34883,639.3,America/New_York,40475 40476,37.49,35.96,42.12,51.12,60.870000000000005,69.7,74.99,75.77000000000001,72.69999999999999,64.83333333333333,52.27777777777778,42.93333333333333,65,65
riverside,ca,116.1,6,california,56215,300000,Riverside,2332836,1503.9,America/Los_Angeles,92508 92503 92501 92506 92505 92504 92507 92521 92502 92513 92514 92516 92517 92522,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,50,60
roanoke,va,94.1,51,virginia,47912,300000,Roanoke,218533,900.9,America/New_York,24019 24014 24015 24016 24017 24011 24012 24013 24022 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889,55,60
rochester,mn,97.3,27,minnesota,66392,42342,Olmsted,121870,836.8,America/Chicago,55902 55903 55901 55906 55904 55905,13.96,10.71,19.21,33.61,47.15,60.34,67.76,68.33,63.64444444444444,52.78888888888889,37.53333333333333,23.48888888888889,75,75
rochester,ny,96.6,36,new york,28515,16093,Monroe,699921,2278,America/New_York,14608 14609 14606 14607 14604 14605 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14642 14602 14603 14638 14639 14643 14644 14646 14647 14649 14650 14651 14653,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664,50,60
rockford,il,87.2,17,illinois,63269,55634,Winnebago,273237,881.3,America/Chicago,61101 61114 61109 61108 61104 61107 61103 61102 61105 61106 61110 61125 61126,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,45,55
rocky mount,nc,88.3,37,north carolina,57092,48534,Nash,54260,468.9,America/New_York,27803 27804 27801,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445,50,50
roswell,nm,86.3,35,new mexico,53390,44919,Chaves,48035,624.1,America/Denver,88203 88201,36.3,37.6,43.29,50.24,57.54,67.05,73.72,73.69,69.82222222222222,61.37777777777777,50.37777777777777,41.06666666666667,65,60
sacramento,ca,120.3,6,california,64615,49743,Sacramento,1957738,2049.4,America/Los_Angeles,95821 95820 95823 95838 95832 95833 95831 95834 95835 95811 95814 95815 95818 95819 95828 95822 95825 95824 95826 95816 95817 94203 94204 94205 94209 94229 94230 94232 94235 94236 94237 94239 94240 94244 94247 94248 94249 94250 94252 94254 94256 94257 94258 94259 94261 94262 94263 94267 94268 94269 94271 94273 94274 94277 94278 94279 94280 94283 94284 94285 94287 94288 94289 94290 94293 94294 94295 94296 94297 94298 94299 95812 95813 95840 95851 95852 95853 95867 95894,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,55,65
saginaw,mi,84,26,michigan,36338,28008,Saginaw,115442,1000.9,America/Detroit,48602 48607 48601 48606 48663,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777,45,50
salem,or,105.8,41,oregon,42498,25482,Marion,266420,1387.5,America/Los_Angeles,97302 97301 97306 97304 97310 97317 97309 97311 97312 97314,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778,60,65
salinas,ca,138.3,6,california,80377,300000,Monterey,177410,2672.8,America/Los_Angeles,93901 93905 93906 93902 93915,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,50,60
salt lake city,ut,105.9,49,utah,108170,85573,Salt Lake,1173879,700.8,America/Denver,84116 84115 84114 84113 84112 84111 84128 84150 84180 84108 84101 84102 84103 84104 84105 84106 84138 84110 84122 84132 84133 84134 84139 84143 84145 84147 84148 84151 84152 84158 84199,28.160000000000004,30.26,36.8,44.11,51.370000000000005,61.96,71.28999999999999,72.91,67.42222222222222,56.46666666666667,44.21111111111111,33.577777777777776,75,70
san antonio,tx,92.7,48,texas,102646,82298,Bexar,2058444,1118.8,America/Chicago,78112 78239 78259 78258 78252 78251 78250 78257 78256 78255 78254 78208 78201 78202 78203 78204 78205 78207 78245 78242 78248 78231 78230 78233 78232 78235 78234 78237 78238 78209 78109 78266 78264 78260 78219 78218 78217 78216 78215 78214 78213 78212 78211 78210 78244 78247 78240 78249 78073 78023 78222 78223 78220 78221 78226 78227 78224 78225 78228 78229 78206 78241 78246 78265 78268 78269 78270 78278 78279 78280 78283 78284 78285 78288 78289 78291 78292 78293 78294 78295 78296 78297 78298 78299,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,50,60
san diego,ca,136.2,6,california,120050,122111,San Diego,3046560,1639.7,America/Los_Angeles,92182 92109 92108 92107 92106 92103 92101 92111 92154 92110 92140 92161 92105 92104 92102 92071 92132 92130 92131 92136 92134 92139 92025 92027 92147 92145 92014 92093 92092 92119 92116 92117 92121 92120 92123 92122 92124 92127 92126 92129 92128 92037 92173 92113 92114 92115 92038 92039 92072 92112 92137 92138 92142 92143 92149 92150 92152 92153 92158 92159 92160 92163 92165 92166 92167 92168 92169 92170 92171 92172 92174 92175 92176 92177 92186 92187 92191 92192 92193 92195 92196 92197 92198 92199,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,75,70
san francisco,ca,178.6,6,california,98645,82929,San Francisco,3364979,7030.7,America/Los_Angeles,94130 94131 94132 94133 94134 94103 94102 94105 94104 94188 94158 94124 94123 94122 94121 94129 94118 94108 94107 94112 94110 94116 94117 94114 94115 94111 94109 94127 94119 94120 94125 94137 94139 94140 94141 94142 94143 94144 94145 94146 94147 94151 94159 94160 94161 94163 94164 94172 94177,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,65,75
