City,State,Cost of Living Index,State_Code,State_Name,Mean,Median,county_name,population,density,timezone,zips,Total.Math,Total.Verbal,Academic Subjects.English.Average GPA,Academic Subjects.Mathematics.Average GPA,average_temp_january,average_temp_february,average_temp_march,average_temp_april,average_temp_may,average_temp_june,average_temp_july,average_temp_august,average_temp_september,average_temp_october,average_temp_november,average_temp_december,safety_index
mansfield,oh,86.2,39,ohio,45553,36327,Richland,73448,596.4,America/New_York,44905 44906 44907 44901 44902 44903,564,557,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,330.735
meridian,ms,82.0,28,mississippi,16991,13879,Lauderdale,34990,251.4,America/Chicago,39307 39305 39301 39302 39303 39304,567,582,3.79,3.72,48.16,47.86,53.760000000000005,60.44,67.67999999999999,75.42999999999999,80.06,80.72,78.74444444444445,72.0,60.45555555555556,52.333333333333336,1124.365
meridian,ms,82.0,28,mississippi,16991,13879,Lauderdale,34990,251.4,America/Chicago,39307 39305 39301 39302 39303 39304,567,582,3.79,3.72,48.16,47.86,53.760000000000005,60.44,67.67999999999999,75.42999999999999,80.06,80.72,78.74444444444445,72.0,60.45555555555556,52.333333333333336,252.045
midland,mi,87.0,26,michigan,19841,14256,Midland,42404,476.4,America/Detroit,48642 48640 48667 48670 48686,610,594,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777,234.54
midland,mi,87.0,26,michigan,19841,14256,Midland,42404,476.4,America/Detroit,48642 48640 48667 48670 48686,610,594,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777,359.575
midland,tx,97.8,48,texas,73771,43922,Midland,140171,673.3,America/Chicago,79701 79706 79707 79705 79703 79702 79708 79711,487,470,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,234.54
midland,tx,97.8,48,texas,73771,43922,Midland,140171,673.3,America/Chicago,79701 79706 79707 79705 79703 79702 79708 79711,487,470,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,359.575
orlando,fl,101.4,12,florida,43567,36551,Orange,1882705,1070.2,America/New_York,32829 32827 32824 32822 32804 32805 32806 32807 32801 32803 32808 32839 32835 32832 32819 32811 32812 32814 32802 32853 32854 32856 32861 32862 32872 32877 32885 32886 32891 32897,481,486,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2,486.2125
orlando,fl,101.4,12,florida,43567,36551,Orange,1882705,1070.2,America/New_York,32829 32827 32824 32822 32804 32805 32806 32807 32801 32803 32808 32839 32835 32832 32819 32811 32812 32814 32802 32853 32854 32856 32861 32862 32872 32877 32885 32886 32891 32897,481,486,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2,516.2345
peoria,il,86.7,17,illinois,65474,52751,Peoria,253467,908.7,America/Chicago,61625 61615 61614 61605 61603 61604 61602 61606 61601 61613 61629 61630 61634 61636 61637 61638 61639 61643 61651 61652 61653 61654 61655 61656,616,599,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,364.295
peoria,il,86.7,17,illinois,65474,52751,Peoria,253467,908.7,America/Chicago,61625 61615 61614 61605 61603 61604 61602 61606 61601 61613 61629 61630 61634 61636 61637 61638 61639 61643 61651 61652 61653 61654 61655 61656,616,599,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,435.9625
portland,me,113.0,23,maine,78255,59160,Cumberland,209491,1223.9,America/New_York,04101 04102 04103 04108 04109 04019 04104 04112 04116 04122 04123 04124,472,468,3.58,3.4,19.78,17.27,22.17,32.739999999999995,45.75,56.52,63.9,66.44,61.98888888888889,52.5,40.1,28.155555555555555,353.995
portland,me,113.0,23,maine,78255,59160,Cumberland,209491,1223.9,America/New_York,04101 04102 04103 04108 04109 04019 04104 04112 04116 04122 04123 04124,472,468,3.58,3.4,19.78,17.27,22.17,32.739999999999995,45.75,56.52,63.9,66.44,61.98888888888889,52.5,40.1,28.155555555555555,453.7675
portland,or,116.5,41,oregon,33175,29242,Multnomah,2095808,1868.8,America/Los_Angeles,97227 97221 97220 97229 97203 97202 97201 97206 97205 97204 97209 97208 97258 97266 97219 97213 97236 97232 97233 97230 97239 97218 97214 97215 97216 97217 97210 97211 97212 97207 97228 97238 97240 97242 97250 97251 97252 97253 97254 97256 97280 97282 97283 97286 97290 97291 97292 97293 97294,523,524,3.55,3.31,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778,353.995
portland,or,116.5,41,oregon,33175,29242,Multnomah,2095808,1868.8,America/Los_Angeles,97227 97221 97220 97229 97203 97202 97201 97206 97205 97204 97209 97208 97258 97266 97219 97213 97236 97232 97233 97230 97239 97218 97214 97215 97216 97217 97210 97211 97212 97207 97228 97238 97240 97242 97250 97251 97252 97253 97254 97256 97280 97282 97283 97286 97290 97291 97292 97293 97294,523,524,3.55,3.31,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778,453.7675
quincy,il,87.3,17,illinois,58881,48205,Adams,39441,966.0,America/Chicago,62305 62301,616,599,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,723.14
quincy,il,87.3,17,illinois,58881,48205,Adams,39441,966.0,America/Chicago,62305 62301,616,599,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,359.39500000000004
reno,nv,107.4,32,nevada,110894,93615,Washoe,457702,940.5,America/Los_Angeles,89521 89523 89439 89503 89502 89501 89506 89509 89508 89557 89519 89512 89505 89507 89533 89555 89595 89599,496,494,3.44,3.04,32.89,34.910000000000004,39.49,45.81,52.44,62.120000000000005,71.62,73.92999999999999,68.35555555555555,57.8,46.51111111111111,36.86666666666667,450.35
reno,nv,107.4,32,nevada,110894,93615,Washoe,457702,940.5,America/Los_Angeles,89521 89523 89439 89503 89502 89501 89506 89509 89508 89557 89519 89512 89505 89507 89533 89555 89595 89599,496,494,3.44,3.04,32.89,34.910000000000004,39.49,45.81,52.44,62.120000000000005,71.62,73.92999999999999,68.35555555555555,57.8,46.51111111111111,36.86666666666667,438.64900000000006
richmond,in,84.2,18,indiana,32881,25487,Wayne,35642,573.3,America/Indiana/Indianapolis,47374 47375,501,496,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,478.2600000000001
richmond,in,84.2,18,indiana,32881,25487,Wayne,35642,573.3,America/Indiana/Indianapolis,47374 47375,501,496,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,532.245
richmond,va,99.2,51,virginia,57579,40384,Richmond,1073223,1463.7,America/New_York,23222 23223 23298 23284 23220 23221 23226 23227 23224 23225 23230 23235 23234 23219 23173 23218 23232 23249 23260 23261 23269 23274 23276 23278 23282 23285 23286 23289 23290 23291 23292 23295,517,518,3.47,3.17,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889,478.2600000000001
richmond,va,99.2,51,virginia,57579,40384,Richmond,1073223,1463.7,America/New_York,23222 23223 23298 23284 23220 23221 23226 23227 23224 23225 23230 23235 23234 23219 23173 23218 23232 23249 23260 23261 23269 23274 23276 23278 23282 23285 23286 23289 23290 23291 23292 23295,517,518,3.47,3.17,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889,532.245
richmond,ky,90.8,21,kentucky,56352,55769,Madison,34883,639.3,America/New_York,40475 40476,588,588,3.77,3.67,37.49,35.96,42.12,51.12,60.870000000000005,69.7,74.99,75.77000000000001,72.69999999999999,64.83333333333333,52.27777777777778,42.93333333333333,478.2600000000001
richmond,ky,90.8,21,kentucky,56352,55769,Madison,34883,639.3,America/New_York,40475 40476,588,588,3.77,3.67,37.49,35.96,42.12,51.12,60.870000000000005,69.7,74.99,75.77000000000001,72.69999999999999,64.83333333333333,52.27777777777778,42.93333333333333,532.245
rochester,mn,97.3,27,minnesota,66392,42342,Olmsted,121870,836.8,America/Chicago,55902 55903 55901 55906 55904 55905,608,595,3.74,3.57,13.96,10.71,19.21,33.61,47.15,60.34,67.76,68.33,63.64444444444444,52.78888888888889,37.53333333333333,23.48888888888889,324.90500000000003
rochester,mn,97.3,27,minnesota,66392,42342,Olmsted,121870,836.8,America/Chicago,55902 55903 55901 55906 55904 55905,608,595,3.74,3.57,13.96,10.71,19.21,33.61,47.15,60.34,67.76,68.33,63.64444444444444,52.78888888888889,37.53333333333333,23.48888888888889,460.6325
rochester,ny,96.6,36,new york,28515,16093,Monroe,699921,2278.0,America/New_York,14608 14609 14606 14607 14604 14605 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14642 14602 14603 14638 14639 14643 14644 14646 14647 14649 14650 14651 14653,502,489,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664,324.90500000000003
rochester,ny,96.6,36,new york,28515,16093,Monroe,699921,2278.0,America/New_York,14608 14609 14606 14607 14604 14605 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14642 14602 14603 14638 14639 14643 14644 14646 14647 14649 14650 14651 14653,502,489,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664,460.6325
roswell,nm,86.3,35,new mexico,53390,44919,Chaves,48035,624.1,America/Denver,88203 88201,545,551,3.58,3.36,36.3,37.6,43.29,50.24,57.54,67.05,73.72,73.69,69.82222222222222,61.37777777777777,50.37777777777777,41.06666666666667,1196.465
roswell,nm,86.3,35,new mexico,53390,44919,Chaves,48035,624.1,America/Denver,88203 88201,545,551,3.58,3.36,36.3,37.6,43.29,50.24,57.54,67.05,73.72,73.69,69.82222222222222,61.37777777777777,50.37777777777777,41.06666666666667,293.725
salem,or,105.8,41,oregon,42498,25482,Marion,266420,1387.5,America/Los_Angeles,97302 97301 97306 97304 97310 97317 97309 97311 97312 97314,523,524,3.55,3.31,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778,507.095
salem,or,105.8,41,oregon,42498,25482,Marion,266420,1387.5,America/Los_Angeles,97302 97301 97306 97304 97310 97317 97309 97311 97312 97314,523,524,3.55,3.31,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778,421.36
spokane,wa,100.4,53,washington,65182,54422,Spokane,456219,1279.8,America/Los_Angeles,99201 99203 99202 99205 99204 99207 99208 99258 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99260,511,502,3.5,3.22,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333,453.0575
spokane,wa,100.4,53,washington,65182,54422,Spokane,456219,1279.8,America/Los_Angeles,99201 99203 99202 99205 99204 99207 99208 99258 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99260,511,502,3.5,3.22,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333,439.6575
springfield,il,87.5,17,illinois,114086,97482,Sangamon,159671,721.0,America/Chicago,62711 62712 62629 62702 62703 62701 62706 62707 62704 62705 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62765 62766 62767 62769 62776 62777 62781 62786 62796,616,599,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,375.30750000000006
springfield,il,87.5,17,illinois,114086,97482,Sangamon,159671,721.0,America/Chicago,62711 62712 62629 62702 62703 62701 62706 62707 62704 62705 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62765 62766 62767 62769 62776 62777 62781 62786 62796,616,599,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,375.815
springfield,il,87.5,17,illinois,114086,97482,Sangamon,159671,721.0,America/Chicago,62711 62712 62629 62702 62703 62701 62706 62707 62704 62705 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62765 62766 62767 62769 62776 62777 62781 62786 62796,616,599,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,463.1975000000001
springfield,il,87.5,17,illinois,114086,97482,Sangamon,159671,721.0,America/Chicago,62711 62712 62629 62702 62703 62701 62706 62707 62704 62705 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62765 62766 62767 62769 62776 62777 62781 62786 62796,616,599,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,483.1625
springfield,il,87.5,17,illinois,114086,97482,Sangamon,159671,721.0,America/Chicago,62711 62712 62629 62702 62703 62701 62706 62707 62704 62705 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62765 62766 62767 62769 62776 62777 62781 62786 62796,616,599,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,487.4975
springfield,ma,106.5,25,massachusetts,48619,45415,Hampden,437752,1881.5,America/New_York,01151 01144 01118 01119 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01152 01199,530,516,3.34,3.21,29.84,27.54,31.74,40.57,51.98,62.0,69.28999999999999,71.65,67.13333333333334,58.34444444444445,46.766666666666666,36.71111111111111,375.30750000000006
springfield,ma,106.5,25,massachusetts,48619,45415,Hampden,437752,1881.5,America/New_York,01151 01144 01118 01119 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01152 01199,530,516,3.34,3.21,29.84,27.54,31.74,40.57,51.98,62.0,69.28999999999999,71.65,67.13333333333334,58.34444444444445,46.766666666666666,36.71111111111111,375.815
springfield,ma,106.5,25,massachusetts,48619,45415,Hampden,437752,1881.5,America/New_York,01151 01144 01118 01119 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01152 01199,530,516,3.34,3.21,29.84,27.54,31.74,40.57,51.98,62.0,69.28999999999999,71.65,67.13333333333334,58.34444444444445,46.766666666666666,36.71111111111111,463.1975000000001
springfield,ma,106.5,25,massachusetts,48619,45415,Hampden,437752,1881.5,America/New_York,01151 01144 01118 01119 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01152 01199,530,516,3.34,3.21,29.84,27.54,31.74,40.57,51.98,62.0,69.28999999999999,71.65,67.13333333333334,58.34444444444445,46.766666666666666,36.71111111111111,483.1625
springfield,ma,106.5,25,massachusetts,48619,45415,Hampden,437752,1881.5,America/New_York,01151 01144 01118 01119 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01152 01199,530,516,3.34,3.21,29.84,27.54,31.74,40.57,51.98,62.0,69.28999999999999,71.65,67.13333333333334,58.34444444444445,46.766666666666666,36.71111111111111,487.4975
springfield,mo,86.7,29,missouri,14316,9920,Greene,286280,784.5,America/Chicago,65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899,599,596,3.7,3.59,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334,375.30750000000006
springfield,mo,86.7,29,missouri,14316,9920,Greene,286280,784.5,America/Chicago,65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899,599,596,3.7,3.59,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334,375.815
springfield,mo,86.7,29,missouri,14316,9920,Greene,286280,784.5,America/Chicago,65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899,599,596,3.7,3.59,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334,463.1975000000001
springfield,mo,86.7,29,missouri,14316,9920,Greene,286280,784.5,America/Chicago,65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899,599,596,3.7,3.59,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334,483.1625
springfield,mo,86.7,29,missouri,14316,9920,Greene,286280,784.5,America/Chicago,65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899,599,596,3.7,3.59,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334,487.4975
springfield,oh,87.5,39,ohio,30563,24034,Clark,81620,865.6,America/New_York,45503 45501 45506 45505 45504,564,557,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,375.30750000000006
springfield,oh,87.5,39,ohio,30563,24034,Clark,81620,865.6,America/New_York,45503 45501 45506 45505 45504,564,557,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,375.815
springfield,oh,87.5,39,ohio,30563,24034,Clark,81620,865.6,America/New_York,45503 45501 45506 45505 45504,564,557,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,463.1975000000001
springfield,oh,87.5,39,ohio,30563,24034,Clark,81620,865.6,America/New_York,45503 45501 45506 45505 45504,564,557,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,483.1625
springfield,oh,87.5,39,ohio,30563,24034,Clark,81620,865.6,America/New_York,45503 45501 45506 45505 45504,564,557,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,487.4975
wilmington,nc,99.0,37,north carolina,32764,25597,New Hanover,268625,878.3,America/New_York,28409 28401 28403 28405 28412 28402 28406 28408,505,498,3.54,3.34,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445,531.8975
wilmington,nc,99.0,37,north carolina,32764,25597,New Hanover,268625,878.3,America/New_York,28409 28401 28403 28405 28412 28402 28406 28408,505,498,3.54,3.34,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445,410.2925000000001
bloomington,il,89.0,17,illinois,87642,300000,McLean,136524,1122.0,America/Chicago,61701 61705 61704 61709 61710 61791,616,599,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,348.015
bloomington,il,89.0,17,illinois,87642,300000,McLean,136524,1122.0,America/Chicago,61701 61705 61704 61709 61710 61791,616,599,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,403.375
bloomington,il,89.0,17,illinois,87642,300000,McLean,136524,1122.0,America/Chicago,61701 61705 61704 61709 61710 61791,616,599,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,255.27000000000004
lafayette,in,88.7,18,indiana,59757,49290,Tippecanoe,160543,930.9,America/Indiana/Indianapolis,47909 47905 47904 47901 47902 47903,501,496,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,382.6825
lafayette,in,88.7,18,indiana,59757,49290,Tippecanoe,160543,930.9,America/Indiana/Indianapolis,47909 47905 47904 47901 47902 47903,501,496,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,417.7425
salem,oh,86.6,39,ohio,0,0,Columbiana,11861,712.1,America/New_York,44460,564,557,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,507.095
salem,oh,86.6,39,ohio,0,0,Columbiana,11861,712.1,America/New_York,44460,564,557,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,421.36
