City,State,Cost of Living Index,State_Code,State_Name,County,Place,Zip_Code,Mean,Median,city,city_ascii,state_id,state_name,county_name,population,density,timezone,zips,Total.Math,Total.Verbal,Academic Subjects.English.Average GPA,Academic Subjects.Mathematics.Average GPA,average_temp_january,average_temp_february,average_temp_march,average_temp_april,average_temp_may,average_temp_june,average_temp_july,average_temp_august,average_temp_september,average_temp_october,average_temp_november,average_temp_december
mankato,mn,95.3,27.0,minnesota,Blue Earth County,Mankato city,56001.0,55200.0,40584.0,mankato,Mankato,mn,Minnesota,Blue Earth,44444.0,866.6,America/Chicago,56001 56002,608.0,595.0,3.74,3.57,13.96,10.71,19.21,33.61,47.15,60.34,67.76,68.33,63.64444444444444,52.78888888888889,37.53333333333333,23.48888888888889
mansfield,oh,86.2,39.0,ohio,Adams County,Rome,44907.0,45553.0,36327.0,mansfield,Mansfield,oh,Ohio,Richland,73448.0,596.4,America/New_York,44905 44906 44907 44901 44902 44903,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
marinette,wi,86.6,55.0,wisconsin,Adams County,Adams city,54143.0,58897.0,47875.0,marinette,Marinette,wi,Wisconsin,Marinette,11065.0,609.8,America/Chicago,54143,606.0,591.0,3.77,3.64,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333
marion,in,81.8,18.0,indiana,Grant County,Marion city,46953.0,42028.0,32162.0,marion,Marion,in,Indiana,Grant,27528.0,676.9,America/Indiana/Indianapolis,46953 46952,501.0,496.0,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224
marion,oh,85.7,39.0,ohio,Adams County,Rome,43302.0,71966.0,55443.0,marion,Marion,oh,Ohio,Marion,35927.0,1070.0,America/New_York,43302,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
marquette,mi,91.3,26.0,michigan,Alcona County,Hubbard Lake,49855.0,34293.0,23290.0,marquette,Marquette,mi,Michigan,Marquette,20673.0,704.1,America/Detroit,49855,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
marshall,tx,89.9,48.0,texas,Anderson County,Elkhart,75670.0,34214.0,31915.0,marshall,Marshall,tx,Texas,Harrison,23509.0,305.0,America/Chicago,75672 75670,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
martinsville,va,85.0,51.0,virginia,Accomack County,Chincoteague,24112.0,43811.0,35005.0,martinsville,Martinsville,va,Virginia,Martinsville,13539.0,477.2,America/New_York,24112 24113 24114 24115,517.0,518.0,3.47,3.17,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889
mcallen,tx,86.0,48.0,texas,Anderson County,Elkhart,78501.0,33353.0,23401.0,mcallen,McAllen,tx,Texas,Hidalgo,797341.0,884.4,America/Chicago,78573 78504 78503 78501 78557 78502 78505,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
meadville,pa,88.5,42.0,pennsylvania,Adams County,Abbottstown,16335.0,58797.0,49596.0,meadville,Meadville,pa,Pennsylvania,Crawford,12929.0,1144.4,America/New_York,16335 16388,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
medford,or,107.5,41.0,oregon,Jackson County,Medford city,97504.0,55005.0,41664.0,medford,Medford,or,Oregon,Jackson,168959.0,1191.6,America/Los_Angeles,97504 97501,523.0,524.0,3.55,3.31,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778
memphis,tn,88.2,47.0,tennessee,Anderson County,Clinton city,38107.0,85388.0,66987.0,memphis,Memphis,tn,Tennessee,Shelby,1037998.0,824.8,America/Chicago,38120 38127 38126 38107 38106 38105 38104 38103 38109 38108 38152 38132 38141 38112 38114 38111 38113 38115 38116 38117 38118 38119 38018 38016 38133 38131 38134 38128 38122 38125 37501 37544 38088 38101 38124 38130 38136 38137 38145 38148 38150 38151 38157 38159 38161 38163 38166 38168 38173 38174 38175 38177 38181 38182 38184 38186 38187 38188 38190 38193 38194 38197,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
merced,ca,108.2,6.0,california,Merced County,Franklin,95348.0,49495.0,36846.0,merced,Merced,ca,California,Merced,160638.0,1455.9,America/Los_Angeles,95348 95340 95341 95343,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
meridian,ms,82.0,28.0,mississippi,Adams County,Cloverdale,39305.0,16991.0,13879.0,meridian,Meridian,ms,Mississippi,Lauderdale,34990.0,251.4,America/Chicago,39307 39305 39301 39302 39303 39304,567.0,582.0,3.79,3.72,48.16,47.86,53.760000000000005,60.44,67.67999999999999,75.42999999999999,80.06,80.72,78.74444444444445,72.0,60.45555555555556,52.333333333333336
michigan city,in,87.8,18.0,indiana,LaPorte County,Michiana Shores,46360.0,92138.0,80397.0,michigan city,Michigan City,in,Indiana,LaPorte,69459.0,605.1,America/Chicago,46360 46361,501.0,496.0,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224
midland,mi,87.0,26.0,michigan,Bay County,Midland city,48640.0,19841.0,14256.0,midland,Midland,mi,Michigan,Midland,42404.0,476.4,America/Detroit,48642 48640 48667 48670 48686,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
midland,tx,97.8,48.0,texas,Anderson County,Elkhart,79705.0,73771.0,43922.0,midland,Midland,tx,Texas,Midland,140171.0,673.3,America/Chicago,79701 79706 79707 79705 79703 79702 79708 79711,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
milwaukee,wi,93.8,55.0,wisconsin,Adams County,Adams city,53223.0,51244.0,29764.0,milwaukee,Milwaukee,wi,Wisconsin,Milwaukee,1290940.0,2301.6,America/Chicago,53203 53202 53207 53206 53205 53204 53209 53208 53233 53218 53219 53214 53215 53216 53210 53211 53212 53213 53295 53225 53224 53221 53220 53223 53222 53228 53201 53237 53259 53263 53274 53278 53288 53290 53293,606.0,591.0,3.77,3.64,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333
minot,nd,90.7,38.0,north dakota,Adams County,Bucyrus city,58701.0,44699.0,30169.0,minot,Minot,nd,North Dakota,Ward,48038.0,670.0,America/Chicago,58707 58703 58701 58702,609.0,598.0,3.88,3.76,14.19,11.92,19.39,32.97,46.21,59.65,67.67999999999999,68.85,63.29999999999999,51.18888888888889,36.01111111111111,22.366666666666667
missoula,mt,103.4,30.0,montana,Missoula County,Wye,59808.0,63948.0,52339.0,missoula,Missoula,mt,Montana,Missoula,88780.0,828.8,America/Denver,59812 59808 59803 59802 59801,558.0,561.0,3.69,3.4,22.45,21.76,26.68,36.45,45.41,55.5,64.03999999999999,66.84,60.77777777777778,49.44444444444444,37.2,26.83333333333333
mobile,al,88.3,1.0,alabama,Mobile County,Mobile city,36606.0,53330.0,38231.0,mobile,Mobile,al,Alabama,Mobile,320855.0,515.7,America/Chicago,36652 36606 36607 36604 36605 36602 36603 36608 36609 36688 36582 36615 36617 36611 36610 36619 36618 36695 36693 36601 36616 36628 36633 36640 36641 36644 36660 36670 36675 36689 36691,541.0,547.0,3.67,3.47,47.94,47.85,53.67,59.98,67.05,74.59,79.2,79.95,77.9,71.35555555555555,60.15555555555555,52.16666666666666
modesto,ca,112.3,6.0,california,Alameda County,Alameda city,95351.0,70989.0,300000.0,modesto,Modesto,ca,California,Stanislaus,354183.0,1955.8,America/Los_Angeles,95358 95356 95355 95354 95351 95350 95352 95353 95397,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
monroe,la,86.5,22.0,louisiana,Acadia Parish,Crowley city,71201.0,53286.0,47838.0,monroe,Monroe,la,Louisiana,Ouachita,116927.0,620.2,America/Chicago,71212 71209 71203 71202 71201 71207 71210 71213 71217,561.0,564.0,3.65,3.5,51.92,51.77,57.39,63.620000000000005,70.2,77.27000000000001,81.53,82.31,80.56666666666666,74.32222222222222,63.888888888888886,56.16666666666666
monroe,mi,90.5,26.0,michigan,Monroe County,Woodland Beach,48162.0,61073.0,46756.0,monroe,Monroe,mi,Michigan,Monroe,20400.0,870.7,America/Detroit,48162 48161,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
montgomery,al,88.5,1.0,alabama,Autauga County,Autaugaville,36107.0,32307.0,33114.0,montgomery,Montgomery,al,Alabama,Montgomery,251158.0,482.6,America/Chicago,36112 36113 36110 36111 36116 36114 36115 36109 36130 36117 36101 36105 36104 36107 36106 36057 36108 36118 36120 36121 36123 36124 36125 36131 36132 36135 36140 36141 36142 36177 36191,541.0,547.0,3.67,3.47,47.94,47.85,53.67,59.98,67.05,74.59,79.2,79.95,77.9,71.35555555555555,60.15555555555555,52.16666666666666
morehead city,nc,102.2,37.0,north carolina,Alamance County,Alamance,28557.0,38777.0,27707.0,morehead city,Morehead City,nc,North Carolina,Carteret,9632.0,502.1,America/New_York,28557 28516,505.0,498.0,3.54,3.34,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445
morgantown,wv,88.5,54.0,west virginia,Barbour County,Philippi city,26505.0,37957.0,19982.0,morgantown,Morgantown,wv,West Virginia,Monongalia,81912.0,1146.2,America/New_York,26501 26505 26506 26504,500.0,509.0,3.71,3.47,34.410000000000004,32.77,38.43,47.18,57.15,65.52000000000001,70.88,72.12,69.04444444444444,61.388888888888886,49.31111111111111,40.2
morristown,tn,87.3,47.0,tennessee,Anderson County,Clinton city,37813.0,23743.0,14280.0,morristown,Morristown,tn,Tennessee,Hamblen,66220.0,426.6,America/New_York,37813 37814 37815,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
moses lake,wa,95.7,53.0,washington,Adams County,Hatton,98837.0,83786.0,75609.0,moses lake,Moses Lake,wa,Washington,Grant,25155.0,536.2,America/Los_Angeles,98837,511.0,502.0,3.5,3.22,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333
mount airy,nc,89.0,37.0,north carolina,Surry County,Flat Rock,27030.0,31455.0,23364.0,mount airy,Mount Airy,nc,North Carolina,Surry,10621.0,350.0,America/New_York,27030,505.0,498.0,3.54,3.34,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445
mount pleasant,mi,86.8,26.0,michigan,Alcona County,Hubbard Lake,48858.0,39108.0,26388.0,mount pleasant,Mount Pleasant,mi,Michigan,Isabella,21826.0,1091.3,America/Detroit,48858 48859,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
mount vernon,wa,110.1,53.0,washington,Adams County,Hatton,98274.0,73462.0,56464.0,mount vernon,Mount Vernon,wa,Washington,Skagit,66896.0,1102.6,America/Los_Angeles,98274 98273,511.0,502.0,3.5,3.22,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333
muncie,in,83.7,18.0,indiana,Adams County,Berne city,47304.0,27158.0,19523.0,muncie,Muncie,in,Indiana,Delaware,88061.0,918.2,America/Indiana/Indianapolis,47306 47305 47303 47304 47302 47307,501.0,496.0,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224
muskegon,mi,87.7,26.0,michigan,Muskegon County,North Muskegon city,49445.0,71082.0,55346.0,muskegon,Muskegon,mi,Michigan,Muskegon,166847.0,1045.2,America/Detroit,49442 49443 49440 49441,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
muskogee,ok,81.3,40.0,oklahoma,Adair County,Bell,74401.0,39026.0,33468.0,muskogee,Muskogee,ok,Oklahoma,Muskogee,36933.0,331.9,America/Chicago,74403 74401 74402,570.0,576.0,3.74,3.6,40.260000000000005,39.62,46.07,55.24,63.52,73.13,79.96000000000001,81.06,77.55555555555556,68.47777777777777,55.75555555555556,45.67777777777778
myrtle beach,sc,94.7,45.0,south carolina,Abbeville County,Abbeville city,29577.0,94286.0,72492.0,myrtle beach,Myrtle Beach,sc,South Carolina,Horry,332181.0,594.6,America/New_York,29572 29577 29578,488.0,488.0,3.51,3.32,48.02,47.74,52.620000000000005,59.14,67.11,74.66,79.55,80.25,77.48888888888888,70.6888888888889,59.833333333333336,51.96666666666667
nacogdoches,tx,89.6,48.0,texas,Nacogdoches County,Redfield,75965.0,24582.0,18980.0,nacogdoches,Nacogdoches,tx,Texas,Nacogdoches,32148.0,449.6,America/Chicago,75962 75961 75964 75965 75963,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
napa,ca,149.6,6.0,california,Alameda County,Alameda city,94559.0,43320.0,45962.0,napa,Napa,ca,California,Napa,84703.0,1696.1,America/Los_Angeles,94559 94558 94581,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
naples,fl,109.4,12.0,florida,Collier County,Pine Ridge,34109.0,113840.0,76077.0,naples,Naples,fl,Florida,Collier,19315.0,606.2,America/New_York,34103 34102 34101 34105 34104 34106,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
nashville,tn,100.1,47.0,tennessee,Davidson County,Berry Hill city,37204.0,62867.0,54579.0,nashville,Nashville,tn,Tennessee,Davidson,1177657.0,555.4,America/Chicago,37027 37138 37076 37072 37203 37206 37201 37080 37218 37219 37216 37217 37214 37215 37212 37213 37210 37211 37189 37232 37238 37209 37208 37205 37204 37207 37115 37013 37228 37221 37220 37143 37011 37116 37202 37222 37224 37227 37229 37230 37234 37235 37236 37240 37241 37242 37243 37244 37246 37250,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
new bern,nc,90.2,37.0,north carolina,Alamance County,Alamance,28562.0,56752.0,35895.0,new bern,New Bern,nc,North Carolina,Craven,31373.0,425.7,America/New_York,28560 28562 28561,505.0,498.0,3.54,3.34,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445
new castle,pa,88.1,42.0,pennsylvania,Adams County,Abbottstown,16101.0,31017.0,23007.0,new castle,New Castle,pa,Pennsylvania,Lawrence,21863.0,1016.2,America/New_York,16102 16101 16105 16103 16107,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
new haven,ct,107.7,9.0,connecticut,Fairfield County,Bethel,6519.0,51318.0,39396.0,new haven,New Haven,ct,Connecticut,South Central Connecticut,565572.0,2804.1,America/New_York,06519 06511 06510 06513 06512 06515 06501 06502 06503 06505 06506 06507 06508 06509 06520 06521 06530 06531 06532 06533 06534 06535 06536 06540,506.0,504.0,3.33,3.16,31.01,28.610000000000003,33.02,41.88,53.06,62.970000000000006,70.33,72.63,68.06666666666666,59.43333333333333,47.81111111111111,37.82222222222222
new orleans,la,92.4,22.0,louisiana,Acadia Parish,Crowley city,70113.0,21474.0,15203.0,new orleans,New Orleans,la,Louisiana,Orleans,932759.0,866.5,America/Chicago,70139 70130 70131 70148 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70142 70145 70146 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70184 70185 70186 70187 70189 70190 70195,561.0,564.0,3.65,3.5,51.92,51.77,57.39,63.620000000000005,70.2,77.27000000000001,81.53,82.31,80.56666666666666,74.32222222222222,63.888888888888886,56.16666666666666
new philadelphia,oh,88.9,39.0,ohio,Adams County,Rome,44663.0,45320.0,33767.0,new philadelphia,New Philadelphia,oh,Ohio,Tuscarawas,17602.0,833.5,America/New_York,44663,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
new york,ny,128.0,36.0,new york,Albany County,Albany city,10016.0,76190.0,68128.0,new york,New York,ny,New York,Queens,18908608.0,11080.3,America/New_York,11229 11228 11226 11225 11224 11222 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11102 11103 11106 11104 11697 11694 11692 11693 11691 10271 10279 10278 10075 11249 10452 11451 10475 10474 10471 10470 10473 10472 11223 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10310 10311 10312 10314 11439 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11379 11378 11375 11374 11377 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11356 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11209 11203 11205 11204 11207 11206 11208 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11105 11001 11005 11004 10065 10069 10199 10309 10308 10307 10306 10305 10304 10303 10302 10301 11429 11428 11421 11420 11423 11422 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11251 11252 11256 11351 11352 11380 11386 11405 11425 11431 11437 11499 11690 11695,502.0,489.0,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664
niles,mi,89.7,26.0,michigan,Alcona County,Hubbard Lake,49120.0,43959.0,34922.0,niles,Niles,mi,Michigan,Berrien,11871.0,791.0,America/Detroit,49120,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
north wilkesboro,nc,90.5,37.0,north carolina,Wilkes County,Mulberry,28659.0,54835.0,34355.0,north wilkesboro,North Wilkesboro,nc,North Carolina,Wilkes,4349.0,253.3,America/New_York,28659,505.0,498.0,3.54,3.34,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445
oak harbor,wa,125.2,53.0,washington,Island County,Whidbey Island Station,98277.0,33850.0,28870.0,oak harbor,Oak Harbor,wa,Washington,Island,24458.0,978.4,America/Los_Angeles,98277,511.0,502.0,3.5,3.22,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333
ocala,fl,94.5,12.0,florida,Alachua County,Gainesville city,34476.0,45556.0,39041.0,ocala,Ocala,fl,Florida,Marion,186840.0,518.8,America/New_York,34475 34474 34471 34470 34477 34478 34483,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
ocean city,nj,109.5,34.0,new jersey,Atlantic County,Absecon city,8226.0,112218.0,74310.0,ocean city,Ocean City,nj,New Jersey,Cape May,11260.0,643.8,America/New_York,08226,521.0,500.0,3.39,3.25,35.05,32.910000000000004,37.47,46.14,56.79,66.37,73.67999999999999,75.57000000000001,71.24444444444445,62.95555555555556,51.15555555555555,41.5
odessa,tx,92.7,48.0,texas,Anderson County,Elkhart,79760.0,89312.0,70341.0,odessa,Odessa,tx,Texas,Ector,155039.0,850.4,America/Chicago,79762 79761 79763 79765 79768,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
ogden,ut,99.8,49.0,utah,Beaver County,Beaver city,84404.0,70868.0,62105.0,ogden,Ogden,ut,Utah,Weber,622918.0,1215.9,America/Denver,84404 84401 84403 84408 84244 84407 84409 84415,575.0,579.0,3.77,3.6,28.160000000000004,30.26,36.8,44.11,51.370000000000005,61.96,71.28999999999999,72.91,67.42222222222222,56.46666666666667,44.21111111111111,33.577777777777776
ogdensburg,ny,88.3,36.0,new york,Albany County,Albany city,13669.0,0.0,0.0,ogdensburg,Ogdensburg,ny,New York,St. Lawrence,9902.0,771.5,America/Toronto,13669,502.0,489.0,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664
oklahoma city,ok,87.3,40.0,oklahoma,Adair County,Bell,73170.0,98020.0,300000.0,oklahoma city,Oklahoma City,ok,Oklahoma,Oklahoma,998806.0,433.6,America/Chicago,73099 73119 73118 73114 73117 73116 73111 73110 73112 73020 73012 73013 73142 73141 73145 73149 73169 73078 73108 73109 73106 73107 74857 73139 73132 73131 73135 73134 73008 73097 73084 73105 73162 73103 73054 73151 73150 73159 73064 73104 73102 73179 73173 73170 73049 73160 73165 73127 73120 73121 73122 73128 73129 73101 73113 73124 73125 73126 73136 73137 73143 73144 73146 73147 73148 73152 73154 73155 73157 73163 73164 73167 73172 73178 73184 73189 73190 73194 73195,570.0,576.0,3.74,3.6,40.260000000000005,39.62,46.07,55.24,63.52,73.13,79.96000000000001,81.06,77.55555555555556,68.47777777777777,55.75555555555556,45.67777777777778
olean,ny,89.0,36.0,new york,Albany County,Albany city,14760.0,55145.0,300000.0,olean,Olean,ny,New York,Cattaraugus,13890.0,909.0,America/New_York,14760,502.0,489.0,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664
olympia,wa,110.9,53.0,washington,Adams County,Hatton,98501.0,57181.0,54810.0,olympia,Olympia,wa,Washington,Thurston,210877.0,1168.7,America/Los_Angeles,98502 98501 98506 98504 98507 98508,511.0,502.0,3.5,3.22,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333
omaha,ne,92.9,31.0,nebraska,Adams County,Ayr,68112.0,42739.0,46228.0,omaha,Omaha,ne,Nebraska,Douglas,821345.0,1323.9,America/Chicago,68112 68114 68117 68116 68118 68182 68183 68105 68108 68178 68110 68122 68127 68124 68111 68022 68137 68135 68132 68144 68134 68131 68130 68102 68106 68107 68104 68164 68152 68154 68101 68103 68109 68119 68139 68145 68172 68175 68176 68179 68180 68197 68198,592.0,589.0,3.77,3.57,27.1,25.910000000000004,32.45,43.08,52.46,64.33,72.6,73.32000000000001,69.01111111111112,58.17777777777778,44.44444444444444,33.36666666666667
opelousas,la,86.1,22.0,louisiana,Acadia Parish,Crowley city,70570.0,31403.0,23605.0,opelousas,Opelousas,la,Louisiana,St. Landry,15810.0,631.1,America/Chicago,70570 70571,561.0,564.0,3.65,3.5,51.92,51.77,57.39,63.620000000000005,70.2,77.27000000000001,81.53,82.31,80.56666666666666,74.32222222222222,63.888888888888886,56.16666666666666
orangeburg,sc,85.3,45.0,south carolina,Abbeville County,Abbeville city,29115.0,47433.0,37221.0,orangeburg,Orangeburg,sc,South Carolina,Orangeburg,13220.0,566.4,America/New_York,29118 29117 29115,488.0,488.0,3.51,3.32,48.02,47.74,52.620000000000005,59.14,67.11,74.66,79.55,80.25,77.48888888888888,70.6888888888889,59.833333333333336,51.96666666666667
orlando,fl,101.4,12.0,florida,Orange County,Azalea Park,32807.0,43567.0,36551.0,orlando,Orlando,fl,Florida,Orange,1882705.0,1070.2,America/New_York,32829 32827 32824 32822 32804 32805 32806 32807 32801 32803 32808 32839 32835 32832 32819 32811 32812 32814 32802 32853 32854 32856 32861 32862 32872 32877 32885 32886 32891 32897,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
oshkosh,wi,89.0,55.0,wisconsin,Adams County,Adams city,54901.0,53659.0,47895.0,oshkosh,Oshkosh,wi,Wisconsin,Winnebago,74251.0,946.8,America/Chicago,54985 54904 54901 54902 54903 54906,606.0,591.0,3.77,3.64,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333
ottawa,il,86.6,17.0,illinois,Adams County,Camp Point,61350.0,39508.0,32603.0,ottawa,Ottawa,il,Illinois,LaSalle,18708.0,485.0,America/Chicago,61350,616.0,599.0,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554
